GO ID	Total	Under	Over	Change	P-Value (Under)	P-Value (Over)	P-Value (Changed)	Term
0006954	91	0	1	1	1,0000	0,6528	0,7458	inflammatory response
0006953	19	0	4	4	1,0000	0,0001	0,0002	acute-phase response
0006952	446	0	16	16	1,0000	0,0001	0,0010	defense response
0006950	432	0	14	14	1,0000	0,0004	0,0051	response to stress
0018916	1	0	0	0	1,0000	1,0000	1,0000	nitrobenzene metabolism
0006944	9	0	0	0	1,0000	1,0000	1,0000	membrane fusion
0006941	13	0	0	0	1,0000	1,0000	1,0000	striated muscle contraction
0006940	2	0	0	0	1,0000	1,0000	1,0000	regulation of smooth muscle contraction
0006939	7	0	0	0	1,0000	1,0000	1,0000	smooth muscle contraction
0006938	2	0	0	0	1,0000	1,0000	1,0000	sarcomere alignment
0006937	15	0	0	0	1,0000	1,0000	1,0000	regulation of muscle contraction
0006936	47	0	0	0	1,0000	1,0000	1,0000	muscle contraction
0006935	78	0	1	1	1,0000	0,5959	0,6907	chemotaxis
0006931	1	0	1	1	1,0000	0,0115	0,0149	substrate-bound cell migration, cell attachment to substrate
0006929	2	0	1	1	1,0000	0,0229	0,0295	substrate-bound cell migration
0006928	163	0	2	2	1,0000	0,5627	0,7016	cell motility
0006927	3	0	0	0	1,0000	1,0000	1,0000	programmed cell death, transformed cells
0006925	2	0	0	0	1,0000	1,0000	1,0000	programmed cell death, inflammatory cells
0006924	1	0	0	0	1,0000	1,0000	1,0000	programmed cell death, activated T-cells
0006921	4	0	0	0	1,0000	1,0000	1,0000	disassembly of cell structures
0006919	15	0	0	0	1,0000	1,0000	1,0000	caspase activation
0006917	60	0	0	0	1,0000	1,0000	1,0000	induction of apoptosis
0006916	44	0	1	1	1,0000	0,3997	0,4836	anti-apoptosis
0006915	267	0	3	3	1,0000	0,5972	0,7636	apoptosis
0006914	8	0	0	0	1,0000	1,0000	1,0000	autophagy
0006913	63	0	0	0	1,0000	1,0000	1,0000	nucleocytoplasmic transport
0006911	8	0	0	0	1,0000	1,0000	1,0000	phagocytosis, engulfment
0006910	7	0	0	0	1,0000	1,0000	1,0000	phagocytosis, recognition
0010165	4	0	0	0	1,0000	1,0000	1,0000	response to X-ray
0006909	17	0	0	0	1,0000	1,0000	1,0000	phagocytosis
0006906	1	0	0	0	1,0000	1,0000	1,0000	vesicle fusion
0006904	5	0	0	0	1,0000	1,0000	1,0000	vesicle docking during exocytosis
0006903	1	0	0	0	1,0000	1,0000	1,0000	vesicle targeting
0045685	1	0	0	0	1,0000	1,0000	1,0000	regulation of glial cell differentiation
0045672	1	0	0	0	1,0000	1,0000	1,0000	positive regulation of osteoclast differentiation
0045671	4	0	0	0	1,0000	1,0000	1,0000	negative regulation of osteoclast differentiation
0045670	6	0	0	0	1,0000	1,0000	1,0000	regulation of osteoclast differentiation
0045668	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of osteoblast differentiation
0045667	1	0	0	0	1,0000	1,0000	1,0000	regulation of osteoblast differentiation
0045666	2	0	0	0	1,0000	1,0000	1,0000	positive regulation of neuron differentiation
0045665	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of neuron differentiation
0045664	4	0	0	0	1,0000	1,0000	1,0000	regulation of neuron differentiation
0045662	2	0	0	0	1,0000	1,0000	1,0000	negative regulation of myoblast differentiation
0045661	3	0	0	0	1,0000	1,0000	1,0000	regulation of myoblast differentiation
0045659	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of neutrophil differentiation
0045658	1	0	0	0	1,0000	1,0000	1,0000	regulation of neutrophil differentiation
0045657	1	0	0	0	1,0000	1,0000	1,0000	positive regulation of monocyte differentiation
0045656	5	0	0	0	1,0000	1,0000	1,0000	negative regulation of monocyte differentiation
0045655	7	0	0	0	1,0000	1,0000	1,0000	regulation of monocyte differentiation
0045650	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of macrophage differentiation
0045649	1	0	0	0	1,0000	1,0000	1,0000	regulation of macrophage differentiation
0045648	2	0	0	0	1,0000	1,0000	1,0000	positive regulation of erythrocyte differentiation
0045646	2	0	0	0	1,0000	1,0000	1,0000	regulation of erythrocyte differentiation
0019395	9	0	0	0	1,0000	1,0000	1,0000	fatty acid oxidation
0045639	4	0	0	0	1,0000	1,0000	1,0000	positive regulation of myeloid blood cell differentiation
0045638	7	0	0	0	1,0000	1,0000	1,0000	negative regulation of myeloid blood cell differentiation
0045637	11	0	0	0	1,0000	1,0000	1,0000	regulation of myeloid blood cell differentiation
0045621	7	0	2	2	1,0000	0,0027	0,0044	positive regulation of lymphocyte differentiation
0045620	2	0	1	1	1,0000	0,0229	0,0295	negative regulation of lymphocyte differentiation
0019377	1	0	0	0	1,0000	1,0000	1,0000	glycolipid catabolism
0019376	1	0	0	0	1,0000	1,0000	1,0000	galactolipid catabolism
0019375	1	0	0	0	1,0000	1,0000	1,0000	galactolipid biosynthesis
0045619	11	0	2	2	1,0000	0,0068	0,0111	regulation of lymphocyte differentiation
0019374	2	0	0	0	1,0000	1,0000	1,0000	galactolipid metabolism
0019370	10	0	0	0	1,0000	1,0000	1,0000	leukotriene biosynthesis
0019364	1	0	0	0	1,0000	1,0000	1,0000	pyridine nucleotide catabolism
0019363	1	0	0	0	1,0000	1,0000	1,0000	pyridine nucleotide biosynthesis
0019362	10	0	0	0	1,0000	1,0000	1,0000	pyridine nucleotide metabolism
0007399	232	0	4	4	1,0000	0,2780	0,4546	neurogenesis
0007398	13	0	0	0	1,0000	1,0000	1,0000	ectoderm development
0007389	95	0	0	0	1,0000	1,0000	1,0000	pattern specification
0007388	1	0	0	0	1,0000	1,0000	1,0000	posterior compartment specification
0007387	1	0	0	0	1,0000	1,0000	1,0000	anterior compartment specification
0007386	5	0	0	0	1,0000	1,0000	1,0000	compartment specification
0019344	2	0	0	0	1,0000	1,0000	1,0000	cysteine biosynthesis
0007379	8	0	0	0	1,0000	1,0000	1,0000	segment specification
0007369	16	0	0	0	1,0000	1,0000	1,0000	gastrulation
0007368	10	0	0	0	1,0000	1,0000	1,0000	determination of left/right symmetry
0019321	2	0	0	0	1,0000	1,0000	1,0000	pentose metabolism
0019320	37	0	0	0	1,0000	1,0000	1,0000	hexose catabolism
0007351	1	0	0	0	1,0000	1,0000	1,0000	regional subdivision
0007350	1	0	0	0	1,0000	1,0000	1,0000	blastoderm segmentation
0019319	16	1	0	1	0,0526	1,0000	0,2134	hexose biosynthesis
0019318	75	1	0	1	0,2243	1,0000	0,6763	hexose metabolism
0007346	7	0	1	1	1,0000	0,0779	0,0996	regulation of mitotic cell cycle
0007343	1	0	0	0	1,0000	1,0000	1,0000	egg activation
0007342	2	0	0	0	1,0000	1,0000	1,0000	fusion of sperm to egg plasma membrane
0007341	2	0	0	0	1,0000	1,0000	1,0000	penetration of zona pellucida
0007340	3	0	0	0	1,0000	1,0000	1,0000	acrosome reaction
0019307	2	0	0	0	1,0000	1,0000	1,0000	mannose biosynthesis
0007339	6	0	0	0	1,0000	1,0000	1,0000	binding of sperm to zona pellucida
0007338	19	0	0	0	1,0000	1,0000	1,0000	fertilization (sensu Animalia)
0007321	1	0	0	0	1,0000	1,0000	1,0000	sperm displacement
0007320	2	0	0	0	1,0000	1,0000	1,0000	insemination
0046083	1	0	0	0	1,0000	1,0000	1,0000	adenine metabolism
0046075	3	0	0	0	1,0000	1,0000	1,0000	dTTP metabolism
0046073	1	1	0	1	0,0034	1,0000	0,0149	dTMP metabolism
0046072	2	0	0	0	1,0000	1,0000	1,0000	dTDP metabolism
0046070	1	0	0	0	1,0000	1,0000	1,0000	dGTP metabolism
0046068	8	0	0	0	1,0000	1,0000	1,0000	cGMP metabolism
0046058	11	0	0	0	1,0000	1,0000	1,0000	cAMP metabolism
0046051	8	0	0	0	1,0000	1,0000	1,0000	UTP metabolism
0006898	7	0	0	0	1,0000	1,0000	1,0000	receptor mediated endocytosis
0006897	94	0	2	2	1,0000	0,2946	0,4092	endocytosis
0006896	1	0	0	0	1,0000	1,0000	1,0000	Golgi to vacuole transport
0006895	1	0	0	0	1,0000	1,0000	1,0000	Golgi to endosome transport
0006893	3	0	0	0	1,0000	1,0000	1,0000	Golgi to plasma membrane transport
0006892	8	0	0	0	1,0000	1,0000	1,0000	post-Golgi transport
0006891	5	0	0	0	1,0000	1,0000	1,0000	intra-Golgi transport
0006890	1	0	0	0	1,0000	1,0000	1,0000	retrograde transport, Golgi to ER
0046040	2	0	0	0	1,0000	1,0000	1,0000	IMP metabolism
0006888	3	0	0	0	1,0000	1,0000	1,0000	ER to Golgi transport
0006887	28	0	0	0	1,0000	1,0000	1,0000	exocytosis
0006886	313	0	2	2	1,0000	0,8797	0,9498	intracellular protein transport
0006885	10	0	0	0	1,0000	1,0000	1,0000	regulation of pH
0006884	2	0	0	0	1,0000	1,0000	1,0000	regulation of cell volume
0006883	1	0	0	0	1,0000	1,0000	1,0000	sodium ion homeostasis
0006882	3	0	1	1	1,0000	0,0341	0,0440	zinc ion homeostasis
0046039	8	0	0	0	1,0000	1,0000	1,0000	GTP metabolism
0046038	1	0	0	0	1,0000	1,0000	1,0000	GMP catabolism
0046037	4	0	0	0	1,0000	1,0000	1,0000	GMP metabolism
0046036	8	0	0	0	1,0000	1,0000	1,0000	CTP metabolism
0046034	29	0	0	0	1,0000	1,0000	1,0000	ATP metabolism
0046032	1	0	0	0	1,0000	1,0000	1,0000	ADP catabolism
0046031	1	0	0	0	1,0000	1,0000	1,0000	ADP metabolism
0006879	12	0	0	0	1,0000	1,0000	1,0000	iron ion homeostasis
0006878	2	0	0	0	1,0000	1,0000	1,0000	copper ion homeostasis
0006875	36	0	2	2	1,0000	0,0642	0,0998	metal ion homeostasis
0006874	17	0	1	1	1,0000	0,1787	0,2251	calcium ion homeostasis
0006873	49	0	2	2	1,0000	0,1090	0,1650	cell ion homeostasis
0006869	42	0	2	2	1,0000	0,0840	0,1289	lipid transport
0006868	2	0	0	0	1,0000	1,0000	1,0000	L-glutamine transport
0006865	33	0	0	0	1,0000	1,0000	1,0000	amino acid transport
0006857	6	0	0	0	1,0000	1,0000	1,0000	oligopeptide transport
0006855	1	0	0	0	1,0000	1,0000	1,0000	multidrug transport
0046007	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of activated T-cell proliferation
0046006	1	0	0	0	1,0000	1,0000	1,0000	regulation of activated T-cell proliferation
0006844	1	0	0	0	1,0000	1,0000	1,0000	acyl carnitine transport
0010092	4	0	0	0	1,0000	1,0000	1,0000	specification of organ identity
0006839	10	0	0	0	1,0000	1,0000	1,0000	mitochondrial transport
0006836	29	0	0	0	1,0000	1,0000	1,0000	neurotransmitter transport
0006835	9	0	0	0	1,0000	1,0000	1,0000	dicarboxylic acid transport
0006833	12	0	0	0	1,0000	1,0000	1,0000	water transport
0006829	10	0	1	1	1,0000	0,1093	0,1392	zinc ion transport
0006826	16	0	0	0	1,0000	1,0000	1,0000	iron ion transport
0006825	5	0	0	0	1,0000	1,0000	1,0000	copper ion transport
0006824	4	0	0	0	1,0000	1,0000	1,0000	cobalt ion transport
0006821	47	0	0	0	1,0000	1,0000	1,0000	chloride transport
0006820	131	0	6	6	1,0000	0,0040	0,0134	anion transport
0006818	54	0	0	0	1,0000	1,0000	1,0000	hydrogen transport
0006817	39	0	5	5	1,0000	0,0001	0,0003	phosphate transport
0006816	57	0	0	0	1,0000	1,0000	1,0000	calcium ion transport
0006814	54	0	0	0	1,0000	1,0000	1,0000	sodium ion transport
0006813	106	0	0	0	1,0000	1,0000	1,0000	potassium ion transport
0006812	303	0	1	1	1,0000	0,9715	0,9900	cation transport
0006811	475	0	7	7	1,0000	0,3062	0,5649	ion transport
0006810	1373	1	17	18	0,9930	0,4125	0,7529	transport
0045598	1	0	0	0	1,0000	1,0000	1,0000	regulation of adipocyte differentiation
0045597	16	0	2	2	1,0000	0,0142	0,0230	positive regulation of cell differentiation
0045596	14	0	1	1	1,0000	0,1497	0,1894	negative regulation of cell differentiation
0045595	43	0	2	2	1,0000	0,0874	0,1340	regulation of cell differentiation
0006809	8	0	0	0	1,0000	1,0000	1,0000	nitric oxide biosynthesis
0006807	19	0	0	0	1,0000	1,0000	1,0000	nitrogen metabolism
0006805	25	1	0	1	0,0810	1,0000	0,3128	xenobiotic metabolism
0006801	12	0	0	0	1,0000	1,0000	1,0000	superoxide metabolism
0006800	43	0	0	0	1,0000	1,0000	1,0000	oxygen and reactive oxygen species metabolism
0045582	6	0	2	2	1,0000	0,0019	0,0032	positive regulation of T-cell differentiation
0045581	1	0	1	1	1,0000	0,0115	0,0149	negative regulation of T-cell differentiation
0045580	9	0	2	2	1,0000	0,0045	0,0074	regulation of T-cell differentiation
0045579	2	0	0	0	1,0000	1,0000	1,0000	positive regulation of B-cell differentiation
0045578	1	0	0	0	1,0000	1,0000	1,0000	negative regulation of B-cell differentiation
0045577	4	0	0	0	1,0000	1,0000	1,0000	regulation of B-cell differentiation
0045576	3	0	0	0	1,0000	1,0000	1,0000	mast cell activation
0010035	2	0	0	0	1,0000	1,0000	1,0000	response to inorganic substance
0010003	5	0	0	0	1,0000	1,0000	1,0000	gastrulation (sensu Mammalia)
0010002	1	0	0	0	1,0000	1,0000	1,0000	cardioblast differentiation
0010001	6	0	0	0	1,0000	1,0000	1,0000	glial cell differentiation
0007292	10	0	0	0	1,0000	1,0000	1,0000	female gamete generation
0019255	1	0	0	0	1,0000	1,0000	1,0000	glucose 1-phosphate metabolism
0007288	2	0	0	0	1,0000	1,0000	1,0000	sperm axoneme assembly
0007286	11	0	0	0	1,0000	1,0000	1,0000	spermatid development
0007283	79	0	0	0	1,0000	1,0000	1,0000	spermatogenesis
0007281	10	0	0	0	1,0000	1,0000	1,0000	germ cell development
0007276	101	0	0	0	1,0000	1,0000	1,0000	gametogenesis
0007275	1268	3	21	24	0,8174	0,0540	0,1274	development
0007271	10	0	0	0	1,0000	1,0000	1,0000	synaptic transmission, cholinergic
0007270	14	0	0	0	1,0000	1,0000	1,0000	nerve-nerve synaptic transmission
0019236	74	0	0	0	1,0000	1,0000	1,0000	response to pheromone
0019233	8	0	0	0	1,0000	1,0000	1,0000	perception of pain
0007269	15	0	0	0	1,0000	1,0000	1,0000	neurotransmitter secretion
0007268	109	0	0	0	1,0000	1,0000	1,0000	synaptic transmission
0007267	163	0	0	0	1,0000	1,0000	1,0000	cell-cell signaling
0007266	21	0	0	0	1,0000	1,0000	1,0000	Rho protein signal transduction
0007265	19	0	0	0	1,0000	1,0000	1,0000	RAS protein signal transduction
0007264	160	0	0	0	1,0000	1,0000	1,0000	small GTPase mediated signal transduction
0007263	4	0	0	0	1,0000	1,0000	1,0000	nitric oxide mediated signal transduction
0007262	3	0	0	0	1,0000	1,0000	1,0000	STAT protein nuclear translocation
0007260	2	0	0	0	1,0000	1,0000	1,0000	tyrosine phosphorylation of STAT protein
0019229	3	0	0	0	1,0000	1,0000	1,0000	regulation of vasoconstriction
0019226	114	0	0	0	1,0000	1,0000	1,0000	transmission of nerve impulse
0019222	1246	0	16	16	1,0000	0,3597	0,7711	regulation of metabolism
0019221	12	0	0	0	1,0000	1,0000	1,0000	cytokine and chemokine mediated signaling pathway
0019220	12	0	2	2	1,0000	0,0080	0,0132	regulation of phosphate metabolism
0007259	12	0	0	0	1,0000	1,0000	1,0000	JAK-STAT cascade
0007258	1	0	0	0	1,0000	1,0000	1,0000	JUN phosphorylation
0007257	5	0	0	0	1,0000	1,0000	1,0000	activation of JUNK
0007256	2	0	0	0	1,0000	1,0000	1,0000	activation of JUNKK
0007254	22	0	0	0	1,0000	1,0000	1,0000	JNK cascade
0007252	2	0	0	0	1,0000	1,0000	1,0000	I-kappaB phosphorylation
0007250	2	0	0	0	1,0000	1,0000	1,0000	activation of NF-kappaB-inducing kinase
0019219	1172	0	12	12	1,0000	0,7093	0,9418	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism
0019217	3	0	0	0	1,0000	1,0000	1,0000	regulation of fatty acid metabolism
0019216	3	0	0	0	1,0000	1,0000	1,0000	regulation of lipid metabolism
0007249	23	0	0	0	1,0000	1,0000	1,0000	I-kappaB kinase/NF-kappaB cascade
0007243	93	0	0	0	1,0000	1,0000	1,0000	protein kinase cascade
0007242	534	0	2	2	1,0000	0,9867	0,9974	intracellular signaling cascade
0007231	1	0	0	0	1,0000	1,0000	1,0000	osmosensory signaling pathway
0007229	45	0	0	0	1,0000	1,0000	1,0000	integrin-mediated signaling pathway
0007226	1	0	0	0	1,0000	1,0000	1,0000	regulation of smoothened receptor activity by patched
0007225	1	0	0	0	1,0000	1,0000	1,0000	patched receptor ligand processing
0007224	4	0	0	0	1,0000	1,0000	1,0000	smoothened receptor signaling pathway
0007223	19	0	0	0	1,0000	1,0000	1,0000	frizzled-2 signaling pathway
0007222	6	0	0	0	1,0000	1,0000	1,0000	frizzled signaling pathway
0007219	12	0	0	0	1,0000	1,0000	1,0000	Notch signaling pathway
0007218	66	0	0	0	1,0000	1,0000	1,0000	neuropeptide signaling pathway
0007217	3	0	0	0	1,0000	1,0000	1,0000	tachykinin signaling pathway
0007216	4	0	0	0	1,0000	1,0000	1,0000	metabotropic glutamate receptor signaling pathway
0007215	8	0	0	0	1,0000	1,0000	1,0000	glutamate signaling pathway
0007214	17	0	0	0	1,0000	1,0000	1,0000	gamma-aminobutyric acid signaling pathway
0007213	4	0	0	0	1,0000	1,0000	1,0000	acetyl choline receptor signaling, muscarinic pathway
0007212	1	0	0	0	1,0000	1,0000	1,0000	dopamine receptor signaling pathway
0007210	1	0	0	0	1,0000	1,0000	1,0000	serotonin receptor signaling pathway
0007208	1	0	0	0	1,0000	1,0000	1,0000	serotonin receptor, phospholipase C activating pathway
0007207	1	0	0	0	1,0000	1,0000	1,0000	muscarinic acetyl choline receptor, phospholipase C activating pathway
0007205	8	0	1	1	1,0000	0,0885	0,1130	protein kinase C activation
0007204	8	0	0	0	1,0000	1,0000	1,0000	cytosolic calcium ion concentration elevation
0007200	22	0	1	1	1,0000	0,2250	0,2811	G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)
0006798	1	0	0	0	1,0000	1,0000	1,0000	polyphosphate catabolism
0006797	1	0	0	0	1,0000	1,0000	1,0000	polyphosphate metabolism
0006796	525	1	10	11	0,8374	0,0804	0,1589	phosphate metabolism
0006793	525	1	10	11	0,8374	0,0804	0,1589	phosphorus metabolism
0006791	4	0	0	0	1,0000	1,0000	1,0000	sulfur utilization
0006790	42	2	0	2	0,0087	1,0000	0,1289	sulfur metabolism
0006788	2	0	0	0	1,0000	1,0000	1,0000	heme oxidation
0006787	3	0	0	0	1,0000	1,0000	1,0000	porphyrin catabolism
0006783	9	0	0	0	1,0000	1,0000	1,0000	heme biosynthesis
0006779	9	0	0	0	1,0000	1,0000	1,0000	porphyrin biosynthesis
0006778	14	0	0	0	1,0000	1,0000	1,0000	porphyrin metabolism
0006777	3	0	0	0	1,0000	1,0000	1,0000	Mo-molybdopterin cofactor biosynthesis
0006776	7	0	0	0	1,0000	1,0000	1,0000	vitamin A metabolism
0006775	10	0	0	0	1,0000	1,0000	1,0000	fat-soluble vitamin metabolism
0006772	1	0	0	0	1,0000	1,0000	1,0000	thiamin metabolism
0006769	10	0	0	0	1,0000	1,0000	1,0000	nicotinamide metabolism
0006768	1	0	0	0	1,0000	1,0000	1,0000	biotin metabolism
0006767	20	0	0	0	1,0000	1,0000	1,0000	water-soluble vitamin metabolism
0006766	31	0	0	0	1,0000	1,0000	1,0000	vitamin metabolism
0006760	7	0	0	0	1,0000	1,0000	1,0000	folic acid and derivative metabolism
0006754	26	0	0	0	1,0000	1,0000	1,0000	ATP biosynthesis
0006753	26	0	0	0	1,0000	1,0000	1,0000	nucleoside phosphate metabolism
0006752	37	0	0	0	1,0000	1,0000	1,0000	group transfer coenzyme metabolism
0006750	6	0	0	0	1,0000	1,0000	1,0000	glutathione biosynthesis
0006749	15	1	0	1	0,0494	1,0000	0,2015	glutathione metabolism
0006744	2	0	0	0	1,0000	1,0000	1,0000	ubiquinone biosynthesis
0006743	2	0	0	0	1,0000	1,0000	1,0000	ubiquinone metabolism
0006742	1	0	0	0	1,0000	1,0000	1,0000	NADPH catabolism
0006740	6	0	0	0	1,0000	1,0000	1,0000	NADPH regeneration
0006739	8	0	0	0	1,0000	1,0000	1,0000	NADPH metabolism
0006734	1	0	0	0	1,0000	1,0000	1,0000	NADH metabolism
0006733	12	0	0	0	1,0000	1,0000	1,0000	oxidoreduction coenzyme metabolism
0006732	95	3	0	3	0,0039	1,0000	0,1680	coenzyme metabolism
0006731	109	3	0	3	0,0058	1,0000	0,2209	coenzyme and prosthetic group metabolism
