GO ID	Total	Under	Over	Change	P-Value (Under)	P-Value (Over)	P-Value (Changed)	Term
19441	1	0	0	0	1	1	1	tryptophan catabolism to kynurenine
7478	1	0	0	0	1	1	1	leg disc metamorphosis
7476	6	0	0	0	1	1	1	wing morphogenesis
7472	6	0	0	0	1	1	1	wing disc metamorphosis
19439	10	0	0	0	1	1	1	aromatic compound catabolism
19438	8	0	0	0	1	1	1	aromatic compound biosynthesis
19433	1	0	0	0	1	1	1	triacylglycerol catabolism
19430	4	0	0	0	1	1	1	removal of superoxide radicals
7468	1	0	0	0	1	1	1	regulation of rhodopsin gene activity
7467	4	0	0	0	1	1	1	photoreceptor differentiation (sensu Drosophila)
15074	4	0	0	0	1	1	1	DNA integration
7464	1	0	0	0	1	1	1	R3/R4 cell fate commitment
19427	1	0	0	0	1	1	1	acetate utilization
7459	2	0	0	0	1	1	1	photoreceptor fate commitment (sensu Drosophila)
7456	7	0	0	0	1	1	1	eye morphogenesis (sensu Drosophila)
7455	5	0	0	0	1	1	1	eye-antennal disc metamorphosis
7452	11	0	0	0	1	1	1	imaginal disc metamorphosis
19413	4	0	0	0	1	1	1	acetate biosynthesis
7446	1	0	0	0	1	1	1	imaginal disc growth
7444	14	0	0	0	1	1	1	imaginal disc development
7443	1	0	0	0	1	1	1	Malpighian tubule morphogenesis
7442	1	0	0	0	1	1	1	hindgut morphogenesis
19400	1	0	0	0	1	1	1	alditol metabolism
7439	1	0	0	0	1	1	1	ectodermal gut morphogenesis
7438	1	0	0	0	1	1	1	oenocyte development
7435	4	0	0	0	1	1	1	salivary gland morphogenesis
7432	1	0	0	0	1	1	1	salivary gland determination
7431	8	0	0	0	1	1	1	salivary gland development
7430	1	0	0	0	1	1	1	"terminal branching of trachea, cytoplasmic projection extension (sensu Insecta)"
7427	2	0	0	0	1	1	1	tracheal cell migration (sensu Insecta)
7425	1	0	0	0	1	1	1	tracheal cell fate determination (sensu Insecta)
7424	11	0	0	0	1	1	1	tracheal system development (sensu Insecta)
7423	15	0	0	0	1	1	1	sensory organ development
7422	34	0	0	0	1	1	1	peripheral nervous system development
15031	245	2	0	2	0.5639	1	0.5639	protein transport
7420	34	0	0	0	1	1	1	brain development
7419	2	0	0	0	1	1	1	ventral cord development
7417	86	0	0	0	1	1	1	central nervous system development
7416	16	0	0	0	1	1	1	synaptogenesis
7413	1	0	0	0	1	1	1	fasciculation of neuron
7411	35	0	0	0	1	1	1	axon guidance
7409	44	0	0	0	1	1	1	axonogenesis
7406	1	0	0	0	1	1	1	suppression of neuroblast proliferation
7405	2	0	0	0	1	1	1	neuroblast proliferation
7403	3	0	0	0	1	1	1	glial cell fate determination
15012	5	0	0	0	1	1	1	heparan sulfate proteoglycan biosynthesis
7401	2	0	0	0	1	1	1	pan-neural process
7400	6	0	0	0	1	1	1	neuroblast cell fate determination
46184	1	0	0	0	1	1	1	aldehyde biosynthesis
18993	1	0	0	0	1	1	1	somatic sex determination
18992	1	0	0	0	1	1	1	germ-line sex determination
46165	14	0	0	0	1	1	1	alcohol biosynthesis
46164	37	0	0	0	1	1	1	alcohol catabolism
46158	1	0	0	0	1	1	1	ocellus pigment metabolism
46156	1	0	0	0	1	1	1	siroheme metabolism
46152	1	0	0	0	1	1	1	ommochrome metabolism
6999	2	0	0	0	1	1	1	nuclear pore organization and biogenesis
6997	103	1	0	1	0.5488	1	0.5488	nuclear organization and biogenesis
6996	240	1	0	1	0.8477	1	0.8477	organelle organization and biogenesis
6992	1	0	0	0	1	1	1	"sterol depletion response, sterol regulatory element binding-protein cleavage"
6991	2	0	0	0	1	1	1	response to sterol depletion
6990	1	0	0	0	1	1	1	"unfolded protein response, target gene transcriptional activation"
46149	2	0	0	0	1	1	1	pigment catabolism
46148	14	0	0	0	1	1	1	pigment biosynthesis
46146	4	0	0	0	1	1	1	tetrahydrobiopterin metabolism
18958	10	0	0	0	1	1	1	phenol metabolism
6986	4	0	0	0	1	1	1	response to unfolded protein
6983	1	0	0	0	1	1	1	response to ER-overload
6982	1	0	0	0	1	1	1	response to lipid hydroperoxide
6980	1	0	0	0	1	1	1	redox signal response
46139	5	0	0	0	1	1	1	coenzyme and prosthetic group catabolism
46138	23	0	0	0	1	1	1	coenzyme and prosthetic group biosynthesis
46131	1	0	0	0	1	1	1	pyrimidine ribonucleoside metabolism
6979	29	1	0	1	0.1994	1	0.1994	response to oxidative stress
6978	2	0	0	0	1	1	1	"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"
6977	2	0	0	0	1	1	1	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
6975	2	0	0	0	1	1	1	DNA damage induced protein phosphorylation
6974	109	1	0	1	0.5695	1	0.5695	response to DNA damage stimulus
6973	1	0	0	0	1	1	1	intracellular accumulation of glycerol
6972	2	0	0	0	1	1	1	hyperosmotic response
6971	2	0	0	0	1	1	1	hypotonic response
6970	8	0	0	0	1	1	1	response to osmotic stress
46129	1	0	0	0	1	1	1	purine ribonucleoside biosynthesis
46128	6	1	0	1	0.0449	1	0.0449	purine ribonucleoside metabolism
6968	53	0	0	0	1	1	1	cellular defense response
6967	1	0	0	0	1	1	1	antifungal polypeptide induction
6966	3	0	0	0	1	1	1	antifungal humoral response (sensu Protostomia)
6965	2	0	0	0	1	1	1	anti-Gram-positive bacterial polypeptide induction
6963	4	0	0	0	1	1	1	antibacterial polypeptide induction
6961	1	0	0	0	1	1	1	antibacterial humoral response (sensu Protostomia)
6960	4	0	0	0	1	1	1	antimicrobial humoral response (sensu Protostomia)
46118	1	0	0	0	1	1	1	7-methylguanosine biosynthesis
46116	1	0	0	0	1	1	1	queuosine metabolism
46114	1	0	0	0	1	1	1	guanosine biosynthesis
46112	9	0	0	0	1	1	1	nucleobase biosynthesis
6959	92	1	0	1	0.5084	1	0.5084	humoral immune response
6958	17	0	0	0	1	1	1	"complement activation, classical pathway"
6957	8	0	0	0	1	1	1	"complement activation, alternative pathway"
6956	21	0	0	0	1	1	1	complement activation
6955	350	1	0	1	0.9378	1	0.9378	immune response
6954	84	1	0	1	0.4768	1	0.4768	inflammatory response
6953	14	0	0	0	1	1	1	acute-phase response
6952	385	2	0	2	0.8039	1	0.8039	defense response
6950	451	4	0	4	0.4541	1	0.4541	response to stress
6949	1	0	0	0	1	1	1	syncytium formation
6948	1	0	0	0	1	1	1	viral-induced cell-cell fusion
6944	23	0	0	0	1	1	1	membrane fusion
6942	4	0	0	0	1	1	1	regulation of striated muscle contraction
6941	17	0	0	0	1	1	1	striated muscle contraction
6940	2	0	0	0	1	1	1	regulation of smooth muscle contraction
6939	15	0	0	0	1	1	1	smooth muscle contraction
6938	1	0	0	0	1	1	1	sarcomere alignment
6937	13	0	0	0	1	1	1	regulation of muscle contraction
6936	79	0	0	0	1	1	1	muscle contraction
6935	49	0	0	0	1	1	1	chemotaxis
6932	1	0	0	0	1	1	1	"substrate-bound cell migration, cell contraction"
6930	3	0	0	0	1	1	1	"substrate-bound cell migration, cell extension"
6929	6	0	0	0	1	1	1	substrate-bound cell migration
6928	212	0	0	0	1	1	1	cell motility
6927	1	0	0	0	1	1	1	"programmed cell death, transformed cells"
6921	6	0	0	0	1	1	1	disassembly of cell structures
6919	18	0	0	0	1	1	1	caspase activation
6917	70	0	0	0	1	1	1	induction of apoptosis
6916	56	1	0	1	0.3499	1	0.3499	anti-apoptosis
6915	205	3	0	3	0.2037	1	0.2037	apoptosis
6914	5	0	0	0	1	1	1	autophagy
6913	62	0	0	0	1	1	1	nucleocytoplasmic transport
6912	1	0	0	0	1	1	1	phagosome formation
6911	3	0	0	0	1	1	1	"phagocytosis, engulfment"
6910	1	0	0	0	1	1	1	"phagocytosis, binding"
10166	2	0	0	0	1	1	1	wax metabolism
6909	12	0	0	0	1	1	1	phagocytosis
6907	2	0	0	0	1	1	1	pinocytosis
6906	4	0	0	0	1	1	1	vesicle fusion
6904	8	0	0	0	1	1	1	vesicle docking during the process of exocytosis
6903	6	0	0	0	1	1	1	vesicle targeting
10159	1	0	0	0	1	1	1	specification of organ position
6900	1	0	0	0	1	1	1	vesicle budding
10152	1	0	0	0	1	1	1	pollen maturation
45685	1	0	0	0	1	1	1	regulation of glial cell differentiation
45672	1	0	0	0	1	1	1	positive regulation of osteoclast differentiation
45671	2	0	0	0	1	1	1	negative regulation of osteoclast differentiation
45670	5	0	0	0	1	1	1	regulation of osteoclast differentiation
45669	1	0	0	0	1	1	1	positive regulation of osteoblast differentiation
45667	1	0	0	0	1	1	1	regulation of osteoblast differentiation
45666	2	0	0	0	1	1	1	positive regulation of neuron differentiation
45664	4	0	0	0	1	1	1	regulation of neuron differentiation
45653	2	0	0	0	1	1	1	negative regulation of megakaryocyte differentiation
45652	2	0	0	0	1	1	1	regulation of megakaryocyte differentiation
45650	2	0	0	0	1	1	1	negative regulation of macrophage differentiation
10119	1	0	0	0	1	1	1	regulation of stomatal movement
10118	1	0	0	0	1	1	1	stomatal movement
45649	2	0	0	0	1	1	1	regulation of macrophage differentiation
19395	13	0	0	0	1	1	1	fatty acid oxidation
45638	4	0	0	0	1	1	1	negative regulation of myeloid blood cell differentiation
45637	5	0	0	0	1	1	1	regulation of myeloid blood cell differentiation
45630	2	0	0	0	1	1	1	positive regulation of T-helper 2 cell differentiation
45628	2	0	0	0	1	1	1	regulation of T-helper 2 cell differentiation
45627	1	0	0	0	1	1	1	positive regulation of T-helper 1 cell differentiation
45625	1	0	0	0	1	1	1	regulation of T-helper 1 cell differentiation
45624	2	0	0	0	1	1	1	positive regulation of T-helper cell differentiation
45622	3	0	0	0	1	1	1	regulation of T-helper cell differentiation
45621	3	0	0	0	1	1	1	positive regulation of lymphocyte differentiation
45620	2	0	0	0	1	1	1	negative regulation of lymphocyte differentiation
19377	3	0	0	0	1	1	1	glycolipid catabolism
19376	1	0	0	0	1	1	1	galactolipid catabolism
45619	7	0	0	0	1	1	1	regulation of lymphocyte differentiation
19374	1	0	0	0	1	1	1	galactolipid metabolism
19370	5	0	0	0	1	1	1	leukotriene biosynthesis
45610	1	0	0	0	1	1	1	regulation of hemocyte differentiation
19364	1	0	0	0	1	1	1	pyridine nucleotide catabolism
19363	1	0	0	0	1	1	1	pyridine nucleotide biosynthesis
19362	9	0	0	0	1	1	1	pyridine nucleotide metabolism
7399	280	0	0	0	1	1	1	neurogenesis
45603	1	0	0	0	1	1	1	positive regulation of endothelial cell differentiation
7398	46	0	0	0	1	1	1	ectoderm development
45602	1	0	0	0	1	1	1	negative regulation of endothelial cell differentiation
45601	2	0	0	0	1	1	1	regulation of endothelial cell differentiation
7396	1	0	0	0	1	1	1	suture of dorsal opening
7393	1	0	0	0	1	1	1	"dorsal closure, leading edge cell fate determination"
7392	1	0	0	0	1	1	1	initiation of dorsal closure
7391	7	0	0	0	1	1	1	dorsal closure
7390	1	0	0	0	1	1	1	germ-band shortening
19354	1	0	0	0	1	1	1	siroheme biosynthesis
19350	1	0	0	0	1	1	1	teichoic acid biosynthesis
7389	77	0	0	0	1	1	1	pattern specification
7388	2	0	0	0	1	1	1	posterior compartment specification
7387	2	0	0	0	1	1	1	anterior compartment specification
7386	5	0	0	0	1	1	1	compartment specification
7384	1	0	0	0	1	1	1	"specification of segmental identity, thorax"
7380	1	0	0	0	1	1	1	"specification of segmental identity, head"
19349	1	0	0	0	1	1	1	ribitol metabolism
19344	1	0	0	0	1	1	1	cysteine biosynthesis
19343	1	0	0	0	1	1	1	cysteine biosynthesis via cystathione
7379	15	0	0	0	1	1	1	segment specification
7369	15	0	0	0	1	1	1	gastrulation
7368	7	0	0	0	1	1	1	determination of left/right symmetry
7367	2	0	0	0	1	1	1	segment polarity determination
7366	1	0	0	0	1	1	1	periodic partitioning by pair rule gene
7365	2	0	0	0	1	1	1	periodic partitioning
7362	2	0	0	0	1	1	1	terminal region determination
19323	1	0	0	0	1	1	1	pentose catabolism
19321	1	0	0	0	1	1	1	pentose metabolism
19320	37	0	0	0	1	1	1	hexose catabolism
7354	2	0	0	0	1	1	1	"zygotic determination of anterior/posterior axis, embryo"
7352	2	0	0	0	1	1	1	zygotic determination of dorsal/ventral axis
7351	7	0	0	0	1	1	1	regional subdivision
7350	9	0	0	0	1	1	1	blastoderm segmentation
19319	14	0	0	0	1	1	1	hexose biosynthesis
19318	62	0	0	0	1	1	1	hexose metabolism
19317	5	0	0	0	1	1	1	fucose catabolism
7349	2	0	0	0	1	1	1	cellularization
7346	8	0	0	0	1	1	1	regulation of mitotic cell cycle
7342	1	0	0	0	1	1	1	fusion of sperm to egg plasma membrane
7341	2	0	0	0	1	1	1	penetration of zona pellucida
7340	2	0	0	0	1	1	1	acrosome reaction
7339	1	0	0	0	1	1	1	binding of sperm to zona pellucida
7338	10	0	0	0	1	1	1	fertilization (sensu Animalia)
7329	2	0	0	0	1	1	1	positive regulation of transcription from Pol II promoter by pheromones
7323	1	0	0	0	1	1	1	peptide pheromone maturation
7320	1	0	0	0	1	1	1	insemination
7318	2	0	0	0	1	1	1	pole plasm protein localization
7317	2	0	0	0	1	1	1	regulation of pole plasm oskar mRNA localization
7316	2	0	0	0	1	1	1	pole plasm RNA localization
7315	2	0	0	0	1	1	1	pole plasm assembly
7314	2	0	0	0	1	1	1	oocyte anterior/posterior axis determination
7312	1	0	0	0	1	1	1	oocyte nucleus migration
7311	1	0	0	0	1	1	1	"maternal determination of dorsal/ventral axis, oocyte, germ-line encoded"
7310	2	0	0	0	1	1	1	oocyte dorsal/ventral axis determination
7309	3	0	0	0	1	1	1	oocyte axis determination
7308	3	0	0	0	1	1	1	oocyte construction
7306	3	0	0	0	1	1	1	insect chorion formation
7304	4	0	0	0	1	1	1	eggshell formation (sensu Insecta)
7303	1	0	0	0	1	1	1	"cytoplasmic transport, nurse cell to oocyte"
7301	1	0	0	0	1	1	1	ovarian ring canal formation
7300	1	0	0	0	1	1	1	nurse cell/oocyte transport (sensu Insecta)
46087	1	0	0	0	1	1	1	cytidine metabolism
46085	1	0	0	0	1	1	1	adenosine metabolism
46083	2	0	0	0	1	1	1	adenine metabolism
46080	2	0	0	0	1	1	1	dUTP metabolism
46075	3	0	0	0	1	1	1	dTTP metabolism
46073	2	0	0	0	1	1	1	dTMP metabolism
46072	2	0	0	0	1	1	1	dTDP metabolism
46070	1	0	0	0	1	1	1	dGTP metabolism
46068	6	0	0	0	1	1	1	cGMP metabolism
46058	8	0	0	0	1	1	1	cAMP metabolism
46056	1	0	0	0	1	1	1	dADP metabolism
46051	5	0	0	0	1	1	1	UTP metabolism
6898	10	0	0	0	1	1	1	receptor mediated endocytosis
6897	65	0	0	0	1	1	1	endocytosis
6896	2	0	0	0	1	1	1	Golgi to vacuole transport
6895	3	0	0	0	1	1	1	Golgi to endosome transport
6894	1	0	0	0	1	1	1	Golgi to secretory vesicle transport
6893	3	0	0	0	1	1	1	Golgi to plasma membrane transport
6892	15	0	0	0	1	1	1	post-Golgi transport
6891	12	0	0	0	1	1	1	intra-Golgi transport
6890	3	0	0	0	1	1	1	"retrograde transport, Golgi to ER"
46044	1	0	0	0	1	1	1	TMP metabolism
46040	4	0	0	0	1	1	1	IMP metabolism
6888	15	0	0	0	1	1	1	ER to Golgi transport
6887	36	0	0	0	1	1	1	exocytosis
6886	229	2	0	2	0.5266	1	0.5266	intracellular protein transport
6885	7	0	0	0	1	1	1	regulation of pH
6884	3	0	0	0	1	1	1	regulation of cell volume
6883	1	0	0	0	1	1	1	sodium ion homeostasis
6882	2	0	0	0	1	1	1	zinc ion homeostasis
46039	6	0	0	0	1	1	1	GTP metabolism
6880	3	0	0	0	1	1	1	intracellular iron ion storage
46037	3	0	0	0	1	1	1	GMP metabolism
46036	5	0	0	0	1	1	1	CTP metabolism
46034	11	0	0	0	1	1	1	ATP metabolism
46033	1	0	0	0	1	1	1	AMP metabolism
46031	1	0	0	0	1	1	1	ADP metabolism
6879	13	0	0	0	1	1	1	iron ion homeostasis
6878	9	0	0	0	1	1	1	copper ion homeostasis
6875	37	0	0	0	1	1	1	metal ion homeostasis
6874	14	0	0	0	1	1	1	calcium ion homeostasis
6873	50	0	0	0	1	1	1	cell ion homeostasis
6869	37	1	0	1	0.2472	1	0.2472	lipid transport
6865	24	0	0	0	1	1	1	amino acid transport
6863	2	0	0	0	1	1	1	purine transport
6862	1	0	0	0	1	1	1	nucleotide transport
46019	2	0	0	0	1	1	1	regulation of transcription from Pol II promoter by pheromones
46015	2	0	0	0	1	1	1	regulation of transcription by glucose
46012	2	0	0	0	1	1	1	positive regulation of oskar mRNA translation
46011	2	0	0	0	1	1	1	regulation of oskar mRNA translation
6857	4	0	0	0	1	1	1	oligopeptide transport
6854	1	0	0	0	1	1	1	ATP/ADP exchange
6851	1	0	0	0	1	1	1	mitochondrial calcium ion transport
46006	3	0	0	0	1	1	1	regulation of activated T-cell proliferation
6848	1	0	0	0	1	1	1	pyruvate transport
6843	1	0	0	0	1	1	1	mitochondrial citrate transport
6842	1	0	0	0	1	1	1	tricarboxylic acid transport
10092	1	0	0	0	1	1	1	specification of organ identity
10090	1	0	0	0	1	1	1	trichome morphogenesis (sensu Magnoliophyta)
6839	15	0	0	0	1	1	1	mitochondrial transport
6836	15	0	0	0	1	1	1	neurotransmitter transport
6835	5	0	0	0	1	1	1	dicarboxylic acid transport
6833	11	0	0	0	1	1	1	water transport
6829	3	0	0	0	1	1	1	zinc ion transport
6828	2	0	0	0	1	1	1	manganese ion transport
6827	2	0	0	0	1	1	1	high affinity iron ion transport
6826	11	0	0	0	1	1	1	iron ion transport
6825	5	0	0	0	1	1	1	copper ion transport
6824	4	0	0	0	1	1	1	cobalt ion transport
6821	29	0	0	0	1	1	1	chloride transport
6820	64	0	0	0	1	1	1	anion transport
10073	1	0	0	0	1	1	1	meristem maintenance
6818	36	0	0	0	1	1	1	hydrogen transport
6817	6	0	0	0	1	1	1	phosphate transport
6816	40	1	0	1	0.2644	1	0.2644	calcium ion transport
6814	44	0	0	0	1	1	1	sodium ion transport
6813	65	0	0	0	1	1	1	potassium ion transport
6812	187	1	0	1	0.7673	1	0.7673	cation transport
6811	274	1	0	1	0.8842	1	0.8842	ion transport
6810	845	6	0	6	0.6428	1	0.6428	transport
45597	8	0	0	0	1	1	1	positive regulation of cell differentiation
45596	8	0	0	0	1	1	1	negative regulation of cell differentiation
45595	31	0	0	0	1	1	1	regulation of cell differentiation
6809	9	0	0	0	1	1	1	nitric oxide biosynthesis
6808	2	0	0	0	1	1	1	regulation of nitrogen utilization
6807	26	0	0	0	1	1	1	nitrogen metabolism
6805	19	0	0	0	1	1	1	xenobiotic metabolism
6803	1	0	0	0	1	1	1	glutathione conjugation reaction
6801	9	0	0	0	1	1	1	superoxide metabolism
6800	37	1	0	1	0.2472	1	0.2472	oxygen and reactive oxygen species metabolism
10053	1	0	0	0	1	1	1	root epidermal cell differentiation
45582	3	0	0	0	1	1	1	positive regulation of T-cell differentiation
45580	5	0	0	0	1	1	1	regulation of T-cell differentiation
10044	1	0	0	0	1	1	1	response to aluminum ion
45579	1	0	0	0	1	1	1	positive regulation of B-cell differentiation
45578	2	0	0	0	1	1	1	negative regulation of B-cell differentiation
45577	3	0	0	0	1	1	1	regulation of B-cell differentiation
45576	1	0	0	0	1	1	1	mast cell activation
45571	1	0	0	0	1	1	1	negative regulation of imaginal disc growth
45570	1	0	0	0	1	1	1	regulation of imaginal disc growth
10038	6	0	0	0	1	1	1	response to metal ion
10035	8	0	0	0	1	1	1	response to inorganic substance
10033	7	0	0	0	1	1	1	response to organic substance
10026	1	0	0	0	1	1	1	trichome differentiation (sensu Magnoliophyta)
10025	2	0	0	0	1	1	1	wax biosynthesis
10022	1	0	0	0	1	1	1	meristem determinacy
10016	4	0	0	0	1	1	1	shoot morphogenesis
10015	3	0	0	0	1	1	1	root morphogenesis
45540	2	0	0	0	1	1	1	regulation of cholesterol biosynthesis
19299	1	0	0	0	1	1	1	rhamnose metabolism
10003	3	0	0	0	1	1	1	gastrulation (sensu Mammalia)
10002	2	0	0	0	1	1	1	cardioblast differentiation
19296	1	0	0	0	1	1	1	coenzyme M metabolism
10001	4	0	0	0	1	1	1	glial cell differentiation
19295	1	0	0	0	1	1	1	coenzyme M biosynthesis
19279	1	0	0	0	1	1	1	methionine biosynthesis from L-homoserine via cystathione
19277	1	0	0	0	1	1	1	UDP-N-acetylgalactosamine biosynthesis
19276	1	0	0	0	1	1	1	UDP-N-acetylgalactosamine metabolism
7294	1	0	0	0	1	1	1	oocyte cell fate determination (sensu Insecta)
7293	3	0	0	0	1	1	1	egg chamber formation (sensu Insecta)
7292	27	0	0	0	1	1	1	female gamete generation
19255	1	0	0	0	1	1	1	glucose 1-phosphate metabolism
19253	1	0	0	0	1	1	1	reductive pentose-phosphate cycle
7288	2	0	0	0	1	1	1	sperm axoneme assembly
7286	11	0	0	0	1	1	1	spermatid development
7283	75	0	0	0	1	1	1	spermatogenesis
7282	1	0	0	0	1	1	1	cystoblast cell division
7281	10	1	0	1	0.0737	1	0.0737	germ-cell development
19242	1	0	0	0	1	1	1	methylglyoxal biosynthesis
7276	113	1	0	1	0.5828	1	0.5828	gametogenesis
7275	1074	7	0	7	0.741	1	0.741	development
7274	3	0	0	0	1	1	1	neuromuscular synaptic transmission
7273	11	0	0	0	1	1	1	regulation of synapse
7271	14	0	0	0	1	1	1	"synaptic transmission, cholinergic"
7270	18	0	0	0	1	1	1	nerve-nerve synaptic transmission
19236	6	0	0	0	1	1	1	response to pheromone
19233	7	0	0	0	1	1	1	perception of pain
7269	29	0	0	0	1	1	1	neurotransmitter secretion
7268	147	0	0	0	1	1	1	synaptic transmission
7267	287	0	0	0	1	1	1	cell-cell signaling
7266	17	0	0	0	1	1	1	Rho protein signal transduction
7265	23	0	0	0	1	1	1	RAS protein signal transduction
7264	91	2	0	2	0.1519	1	0.1519	small GTPase mediated signal transduction
7263	5	0	0	0	1	1	1	nitric oxide mediated signal transduction
7262	3	0	0	0	1	1	1	STAT protein nuclear translocation
7261	1	0	0	0	1	1	1	STAT protein dimerization
7260	4	0	0	0	1	1	1	tyrosine phosphorylation of STAT protein
19229	3	0	0	0	1	1	1	regulation of vasoconstriction
19228	4	0	0	0	1	1	1	generation of action potential
19226	152	0	0	0	1	1	1	transmission of nerve impulse
19222	48	0	0	0	1	1	1	regulation of metabolism
19221	6	0	0	0	1	1	1	cytokine and chemokine mediated signaling pathway
19220	3	0	0	0	1	1	1	regulation of phosphate metabolism
7259	15	0	0	0	1	1	1	JAK-STAT cascade
7257	4	0	0	0	1	1	1	activation of JUNK
7254	19	0	0	0	1	1	1	JNK cascade
7253	2	0	0	0	1	1	1	cytoplasmic sequestering of NF-kappaB
7252	2	0	0	0	1	1	1	I-kappaB phosphorylation
7250	7	0	0	0	1	1	1	activation of NF-kappaB-inducing kinase
19218	1	0	0	0	1	1	1	regulation of steroid metabolism
19217	4	0	0	0	1	1	1	regulation of fatty acid metabolism
19216	2	0	0	0	1	1	1	regulation of lipid metabolism
7249	19	0	0	0	1	1	1	NIK-I-kappaB/NF-kappaB cascade
7243	100	0	0	0	1	1	1	protein kinase cascade
7242	395	3	0	3	0.5891	1	0.5891	intracellular signaling cascade
7234	1	0	0	0	1	1	1	osmosensory signaling pathway via two-component system
7231	3	0	0	0	1	1	1	osmosensory signaling pathway
7229	32	0	0	0	1	1	1	integrin-mediated signaling pathway
7226	1	0	0	0	1	1	1	regulation of smoothened receptor activity by patched
7224	2	0	0	0	1	1	1	smoothened receptor signaling pathway
7223	12	0	0	0	1	1	1	frizzled-2 signaling pathway
7222	10	0	0	0	1	1	1	frizzled signaling pathway
7219	10	0	0	0	1	1	1	Notch signaling pathway
7218	52	0	0	0	1	1	1	neuropeptide signaling pathway
7217	3	0	0	0	1	1	1	tachykinin signaling pathway
7216	1	0	0	0	1	1	1	metabotropic glutamate receptor signaling pathway
7215	9	0	0	0	1	1	1	glutamate signaling pathway
7214	9	0	0	0	1	1	1	gamma-aminobutyric acid signaling pathway
7213	4	0	0	0	1	1	1	"acetyl choline receptor signaling, muscarinic pathway"
7212	5	0	0	0	1	1	1	dopamine receptor signaling pathway
7210	2	0	0	0	1	1	1	serotonin receptor signaling pathway
7208	1	0	0	0	1	1	1	"serotonin receptor, phospholipase C activating pathway"
7207	3	0	0	0	1	1	1	"muscarinic acetyl choline receptor, phospholipase C activating pathway"
7206	1	0	0	0	1	1	1	"metabotropic glutamate receptor, phospholipase C activating pathway"
7205	12	0	0	0	1	1	1	protein kinase C activation
7204	24	0	0	0	1	1	1	cytosolic calcium ion concentration elevation
7202	8	0	0	0	1	1	1	phospholipase C activation
7200	46	0	0	0	1	1	1	"G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)"
6796	318	2	0	2	0.7078	1	0.7078	phosphate metabolism
6793	318	2	0	2	0.7078	1	0.7078	phosphorus metabolism
6791	2	0	0	0	1	1	1	sulfur utilization
6790	30	0	0	0	1	1	1	sulfur metabolism
6788	1	0	0	0	1	1	1	heme oxidation
6787	3	0	0	0	1	1	1	porphyrin catabolism
6783	6	0	0	0	1	1	1	heme biosynthesis
6780	2	0	0	0	1	1	1	uroporphyrinogen III biosynthesis
6779	7	0	0	0	1	1	1	porphyrin biosynthesis
6778	10	0	0	0	1	1	1	porphyrin metabolism
6777	2	0	0	0	1	1	1	Mo-molybdopterin cofactor biosynthesis
6776	4	0	0	0	1	1	1	vitamin A metabolism
6775	6	0	0	0	1	1	1	fat-soluble vitamin metabolism
6772	1	0	0	0	1	1	1	thiamin metabolism
