GO ID	Total	Under	Over	Change	P-Value (Under)	P-Value (Over)	P-Value (Changed)	Term
15082	20	1	0	1	0.0982	1	0.0982	"di-, tri-valent inorganic cation transporter activity"
15081	25	1	0	1	0.1213	1	0.1213	sodium ion transporter activity
15079	1	0	0	0	1	1	1	potassium ion transporter activity
15078	70	0	0	0	1	1	1	hydrogen ion transporter activity
15077	76	1	0	1	0.3264	1	0.3264	monovalent inorganic cation transporter activity
15075	141	4	0	4	0.0054	1	0.0054	ion transporter activity
15074	4	0	0	0	1	1	1	DNA integration
15071	10	0	0	0	1	1	1	protein phosphatase type 2C activity
15070	8	0	0	0	1	1	1	toxin activity
15069	1	0	0	0	1	1	1	scyllo-inosamine-4-phosphate amidinotransferase activity
15068	2	0	0	0	1	1	1	glycine amidinotransferase activity
15067	2	0	0	0	1	1	1	amidinotransferase activity
15066	1	0	0	0	1	1	1	alpha-amylase inhibitor activity
15065	2	0	0	0	1	1	1	uridine nucleotide receptor activity
15057	3	0	0	0	1	1	1	thrombin receptor activity
15056	1	0	0	0	1	1	1	corticotrophin-releasing factor receptor activity
15055	1	0	0	0	1	1	1	secretin receptor activity
15054	1	0	0	0	1	1	1	gastrin receptor activity
15052	1	0	0	0	1	1	1	beta3-adrenergic receptor activity
15049	1	0	0	0	1	1	1	methane monooxygenase activity
15042	1	0	0	0	1	1	1	trypanothione-disulfide reductase activity
15039	1	0	0	0	1	1	1	NADPH-adrenodoxin reductase activity
15038	3	0	0	0	1	1	1	glutathione disulfide oxidoreductase activity
15037	3	0	0	0	1	1	1	peptide disulfide oxidoreductase activity
15036	17	0	0	0	1	1	1	disulfide oxidoreductase activity
15035	7	0	0	0	1	1	1	protein disulfide oxidoreductase activity
15031	245	1	0	1	0.7266	1	0.7266	protein transport
15030	5	0	0	0	1	1	1	Cajal body
15029	1	0	0	0	1	1	1	internalization receptor activity
15027	1	0	0	0	1	1	1	"coreceptor, soluble ligand activity"
15026	12	0	0	0	1	1	1	coreceptor activity
15020	8	0	0	0	1	1	1	glucuronosyltransferase activity
15018	2	0	0	0	1	1	1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
15016	2	0	0	0	1	1	1	[heparan sulfate]-glucosamine N-sulfotransferase activity
15012	5	0	0	0	1	1	1	heparan sulfate proteoglycan biosynthesis
15008	2	0	0	0	1	1	1	ubiquinol-cytochrome-c reductase complex (sensu Eukarya)
18995	1	0	0	0	1	1	1	host
18994	1	0	0	0	1	1	1	polar granule
15002	14	0	0	0	1	1	1	heme-copper terminal oxidase activity
18993	1	0	0	0	1	1	1	somatic sex determination
18992	1	0	0	0	1	1	1	germ-line sex determination
46184	1	0	0	0	1	1	1	aldehyde biosynthesis
6999	2	0	0	0	1	1	1	nuclear pore organization and biogenesis
6997	103	1	0	1	0.4156	1	0.4156	nuclear organization and biogenesis
6996	240	1	0	1	0.7191	1	0.7191	organelle organization and biogenesis
6992	1	0	0	0	1	1	1	"sterol depletion response, sterol regulatory element binding-protein cleavage"
6991	2	0	0	0	1	1	1	response to sterol depletion
6990	1	0	0	0	1	1	1	"unfolded protein response, target gene transcriptional activation"
46165	14	0	0	0	1	1	1	alcohol biosynthesis
46164	37	0	0	0	1	1	1	alcohol catabolism
6986	4	0	0	0	1	1	1	response to unfolded protein
6983	1	0	0	0	1	1	1	response to ER-overload
6982	1	0	0	0	1	1	1	response to lipid hydroperoxide
6980	1	0	0	0	1	1	1	redox signal response
18958	10	0	0	0	1	1	1	phenol metabolism
46158	1	0	0	0	1	1	1	ocellus pigment metabolism
46156	1	0	0	0	1	1	1	siroheme metabolism
46152	1	0	0	0	1	1	1	ommochrome metabolism
6979	29	0	0	0	1	1	1	response to oxidative stress
6978	2	0	0	0	1	1	1	"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"
6977	2	0	0	0	1	1	1	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
6975	2	0	0	0	1	1	1	DNA damage induced protein phosphorylation
6974	109	0	0	0	1	1	1	response to DNA damage stimulus
6973	1	0	0	0	1	1	1	intracellular accumulation of glycerol
6972	2	0	0	0	1	1	1	hyperosmotic response
6971	2	0	0	0	1	1	1	hypotonic response
6970	8	0	0	0	1	1	1	response to osmotic stress
46149	2	0	0	0	1	1	1	pigment catabolism
46148	14	0	0	0	1	1	1	pigment biosynthesis
46146	4	0	0	0	1	1	1	tetrahydrobiopterin metabolism
6968	53	0	0	0	1	1	1	cellular defense response
6967	1	0	0	0	1	1	1	antifungal polypeptide induction
6966	3	0	0	0	1	1	1	antifungal humoral response (sensu Protostomia)
6965	2	0	0	0	1	1	1	anti-Gram-positive bacterial polypeptide induction
6963	4	0	0	0	1	1	1	antibacterial polypeptide induction
6961	1	0	0	0	1	1	1	antibacterial humoral response (sensu Protostomia)
6960	4	0	0	0	1	1	1	antimicrobial humoral response (sensu Protostomia)
46139	5	0	0	0	1	1	1	coenzyme and prosthetic group catabolism
46138	23	0	0	0	1	1	1	coenzyme and prosthetic group biosynthesis
46131	1	0	0	0	1	1	1	pyrimidine ribonucleoside metabolism
6959	92	0	0	0	1	1	1	humoral immune response
6958	17	0	0	0	1	1	1	"complement activation, classical pathway"
6957	8	0	0	0	1	1	1	"complement activation, alternative pathway"
6956	21	0	0	0	1	1	1	complement activation
6955	350	0	0	0	1	1	1	immune response
6954	84	0	0	0	1	1	1	inflammatory response
6953	14	0	0	0	1	1	1	acute-phase response
6952	385	2	0	2	0.6006	1	0.6006	defense response
6950	451	2	0	2	0.6893	1	0.6893	response to stress
46129	1	0	0	0	1	1	1	purine ribonucleoside biosynthesis
46128	6	0	0	0	1	1	1	purine ribonucleoside metabolism
6949	1	0	0	0	1	1	1	syncytium formation
6948	1	0	0	0	1	1	1	viral-induced cell-cell fusion
6944	23	0	0	0	1	1	1	membrane fusion
6942	4	0	0	0	1	1	1	regulation of striated muscle contraction
6941	17	0	0	0	1	1	1	striated muscle contraction
6940	2	0	0	0	1	1	1	regulation of smooth muscle contraction
46118	1	0	0	0	1	1	1	7-methylguanosine biosynthesis
46116	1	0	0	0	1	1	1	queuosine metabolism
46114	1	0	0	0	1	1	1	guanosine biosynthesis
46112	9	0	0	0	1	1	1	nucleobase biosynthesis
6939	15	0	0	0	1	1	1	smooth muscle contraction
6938	1	0	0	0	1	1	1	sarcomere alignment
6937	13	0	0	0	1	1	1	regulation of muscle contraction
6936	79	0	0	0	1	1	1	muscle contraction
6935	49	0	0	0	1	1	1	chemotaxis
6932	1	0	0	0	1	1	1	"substrate-bound cell migration, cell contraction"
6930	3	0	0	0	1	1	1	"substrate-bound cell migration, cell extension"
6929	6	0	0	0	1	1	1	substrate-bound cell migration
6928	212	0	0	0	1	1	1	cell motility
6927	1	0	0	0	1	1	1	"programmed cell death, transformed cells"
6921	6	0	0	0	1	1	1	disassembly of cell structures
6919	18	0	0	0	1	1	1	caspase activation
6917	70	0	0	0	1	1	1	induction of apoptosis
6916	56	2	0	2	0.033	1	0.033	anti-apoptosis
6915	205	2	0	2	0.2848	1	0.2848	apoptosis
6914	5	0	0	0	1	1	1	autophagy
6913	62	0	0	0	1	1	1	nucleocytoplasmic transport
6912	1	0	0	0	1	1	1	phagosome formation
6911	3	0	0	0	1	1	1	"phagocytosis, engulfment"
6910	1	0	0	0	1	1	1	"phagocytosis, binding"
10166	2	0	0	0	1	1	1	wax metabolism
6909	12	0	0	0	1	1	1	phagocytosis
6907	2	0	0	0	1	1	1	pinocytosis
6906	4	0	0	0	1	1	1	vesicle fusion
6904	8	0	0	0	1	1	1	vesicle docking during the process of exocytosis
6903	6	0	0	0	1	1	1	vesicle targeting
6900	1	0	0	0	1	1	1	vesicle budding
10159	1	0	0	0	1	1	1	specification of organ position
10152	1	0	0	0	1	1	1	pollen maturation
10119	1	0	0	0	1	1	1	regulation of stomatal movement
10118	1	0	0	0	1	1	1	stomatal movement
46087	1	0	0	0	1	1	1	cytidine metabolism
46085	1	0	0	0	1	1	1	adenosine metabolism
46083	2	0	0	0	1	1	1	adenine metabolism
46080	2	0	0	0	1	1	1	dUTP metabolism
46075	3	0	0	0	1	1	1	dTTP metabolism
46073	2	0	0	0	1	1	1	dTMP metabolism
46072	2	0	0	0	1	1	1	dTDP metabolism
46070	1	0	0	0	1	1	1	dGTP metabolism
6898	10	0	0	0	1	1	1	receptor mediated endocytosis
6897	65	0	0	0	1	1	1	endocytosis
6896	2	0	0	0	1	1	1	Golgi to vacuole transport
6895	3	0	0	0	1	1	1	Golgi to endosome transport
6894	1	0	0	0	1	1	1	Golgi to secretory vesicle transport
6893	3	0	0	0	1	1	1	Golgi to plasma membrane transport
6892	15	0	0	0	1	1	1	post-Golgi transport
6891	12	0	0	0	1	1	1	intra-Golgi transport
6890	3	0	0	0	1	1	1	"retrograde transport, Golgi to ER"
46068	6	0	0	0	1	1	1	cGMP metabolism
6888	15	0	0	0	1	1	1	ER to Golgi transport
6887	36	0	0	0	1	1	1	exocytosis
6886	229	1	0	1	0.7019	1	0.7019	intracellular protein transport
6885	7	0	0	0	1	1	1	regulation of pH
6884	3	0	0	0	1	1	1	regulation of cell volume
6883	1	0	0	0	1	1	1	sodium ion homeostasis
6882	2	0	0	0	1	1	1	zinc ion homeostasis
6880	3	0	0	0	1	1	1	intracellular iron ion storage
18850	1	0	0	0	1	1	1	chloromuconate cycloisomerase activity
46058	8	0	0	0	1	1	1	cAMP metabolism
46056	1	0	0	0	1	1	1	dADP metabolism
46051	5	0	0	0	1	1	1	UTP metabolism
6879	13	0	0	0	1	1	1	iron ion homeostasis
6878	9	0	0	0	1	1	1	copper ion homeostasis
6875	37	0	0	0	1	1	1	metal ion homeostasis
6874	14	0	0	0	1	1	1	calcium ion homeostasis
6873	50	0	0	0	1	1	1	cell ion homeostasis
18849	1	0	0	0	1	1	1	muconate cycloisomerase activity
46044	1	0	0	0	1	1	1	TMP metabolism
46040	4	0	0	0	1	1	1	IMP metabolism
6869	37	0	0	0	1	1	1	lipid transport
6865	24	0	0	0	1	1	1	amino acid transport
6863	2	0	0	0	1	1	1	purine transport
6862	1	0	0	0	1	1	1	nucleotide transport
46039	6	0	0	0	1	1	1	GTP metabolism
46037	3	0	0	0	1	1	1	GMP metabolism
46036	5	0	0	0	1	1	1	CTP metabolism
46034	11	0	0	0	1	1	1	ATP metabolism
46033	1	0	0	0	1	1	1	AMP metabolism
46031	1	0	0	0	1	1	1	ADP metabolism
46030	2	0	0	0	1	1	1	inositol trisphosphate phosphatase activity
6857	4	0	0	0	1	1	1	oligopeptide transport
6854	1	0	0	0	1	1	1	ATP/ADP exchange
6851	1	0	0	0	1	1	1	mitochondrial calcium ion transport
18826	1	0	0	0	1	1	1	methionine gamma-lyase activity
18822	1	0	0	0	1	1	1	nitrile hydratase activity
6848	1	0	0	0	1	1	1	pyruvate transport
6843	1	0	0	0	1	1	1	mitochondrial citrate transport
6842	1	0	0	0	1	1	1	tricarboxylic acid transport
46019	2	0	0	0	1	1	1	regulation of transcription from Pol II promoter by pheromones
46015	2	0	0	0	1	1	1	regulation of transcription by glucose
46012	2	0	0	0	1	1	1	positive regulation of oskar mRNA translation
10092	1	0	0	0	1	1	1	specification of organ identity
46011	2	0	0	0	1	1	1	regulation of oskar mRNA translation
6839	15	0	0	0	1	1	1	mitochondrial transport
10090	1	0	0	0	1	1	1	trichome morphogenesis (sensu Magnoliophyta)
6836	15	0	0	0	1	1	1	neurotransmitter transport
6835	5	0	0	0	1	1	1	dicarboxylic acid transport
6833	11	0	0	0	1	1	1	water transport
18801	1	0	0	0	1	1	1	glutaconyl-CoA decarboxylase activity
46006	3	0	0	0	1	1	1	regulation of activated T-cell proliferation
6829	3	0	0	0	1	1	1	zinc ion transport
6828	2	0	0	0	1	1	1	manganese ion transport
6827	2	0	0	0	1	1	1	high affinity iron ion transport
6826	11	0	0	0	1	1	1	iron ion transport
6825	5	0	0	0	1	1	1	copper ion transport
6824	4	0	0	0	1	1	1	cobalt ion transport
6821	29	0	0	0	1	1	1	chloride transport
6820	64	1	0	1	0.2828	1	0.2828	anion transport
10073	1	0	0	0	1	1	1	meristem maintenance
6818	36	0	0	0	1	1	1	hydrogen transport
6817	6	0	0	0	1	1	1	phosphate transport
6816	40	1	0	1	0.1872	1	0.1872	calcium ion transport
6814	44	1	0	1	0.2039	1	0.2039	sodium ion transport
6813	65	1	0	1	0.2865	1	0.2865	potassium ion transport
6812	187	2	0	2	0.25	1	0.25	cation transport
6811	274	3	0	3	0.1642	1	0.1642	ion transport
6810	845	4	0	4	0.6551	1	0.6551	transport
6809	9	0	0	0	1	1	1	nitric oxide biosynthesis
6808	2	0	0	0	1	1	1	regulation of nitrogen utilization
6807	26	0	0	0	1	1	1	nitrogen metabolism
6805	19	2	0	2	0.0041	1	0.0041	xenobiotic metabolism
6803	1	0	0	0	1	1	1	glutathione conjugation reaction
6801	9	0	0	0	1	1	1	superoxide metabolism
6800	37	0	0	0	1	1	1	oxygen and reactive oxygen species metabolism
10053	1	0	0	0	1	1	1	root epidermal cell differentiation
10044	1	0	0	0	1	1	1	response to aluminum ion
10038	6	0	0	0	1	1	1	response to metal ion
10035	8	0	0	0	1	1	1	response to inorganic substance
10033	7	0	0	0	1	1	1	response to organic substance
10026	1	0	0	0	1	1	1	trichome differentiation (sensu Magnoliophyta)
10025	2	0	0	0	1	1	1	wax biosynthesis
10022	1	0	0	0	1	1	1	meristem determinacy
10016	4	0	0	0	1	1	1	shoot morphogenesis
10015	3	0	0	0	1	1	1	root morphogenesis
10008	1	0	0	0	1	1	1	endosome membrane
10005	1	0	0	0	1	1	1	cortical microtubule (sensu Viridiplantae)
10003	3	0	0	0	1	1	1	gastrulation (sensu Mammalia)
10002	2	0	0	0	1	1	1	cardioblast differentiation
10001	4	0	0	0	1	1	1	glial cell differentiation
18786	1	0	0	0	1	1	1	haloalkane dehalogenase activity
18784	1	0	0	0	1	1	1	(S)-2-haloacid dehalogenase activity
6796	318	3	0	3	0.2224	1	0.2224	phosphate metabolism
6793	318	3	0	3	0.2224	1	0.2224	phosphorus metabolism
6791	2	1	0	1	0.0103	1	0.0103	sulfur utilization
6790	30	2	0	2	0.0101	1	0.0101	sulfur metabolism
6788	1	0	0	0	1	1	1	heme oxidation
6787	3	0	0	0	1	1	1	porphyrin catabolism
6783	6	0	0	0	1	1	1	heme biosynthesis
6780	2	0	0	0	1	1	1	uroporphyrinogen III biosynthesis
18759	1	0	0	0	1	1	1	methenyltetrahydromethanopterin cyclohydrolase activity
6779	7	0	0	0	1	1	1	porphyrin biosynthesis
6778	10	0	0	0	1	1	1	porphyrin metabolism
6777	2	0	0	0	1	1	1	Mo-molybdopterin cofactor biosynthesis
6776	4	0	0	0	1	1	1	vitamin A metabolism
6775	6	0	0	0	1	1	1	fat-soluble vitamin metabolism
6772	1	0	0	0	1	1	1	thiamin metabolism
6771	1	0	0	0	1	1	1	vitamin B2 metabolism
18744	1	0	0	0	1	1	1	"limonene-1,2-epoxide hydrolase activity"
6769	9	0	0	0	1	1	1	nicotinamide metabolism
6768	4	0	0	0	1	1	1	biotin metabolism
6767	17	0	0	0	1	1	1	water-soluble vitamin metabolism
6766	24	0	0	0	1	1	1	vitamin metabolism
6760	8	0	0	0	1	1	1	folic acid and derivative metabolism
18739	1	0	0	0	1	1	1	4-hydroxybenzoyl-CoA thioesterase activity
18730	1	0	0	0	1	1	1	glutaconate CoA-transferase activity
6754	9	0	0	0	1	1	1	ATP biosynthesis
6753	9	0	0	0	1	1	1	nucleoside phosphate metabolism
6752	17	0	0	0	1	1	1	group transfer coenzyme metabolism
6750	6	0	0	0	1	1	1	glutathione biosynthesis
6749	9	0	0	0	1	1	1	glutathione metabolism
6744	2	0	0	0	1	1	1	ubiquinone biosynthesis
6743	2	0	0	0	1	1	1	ubiquinone metabolism
6742	1	0	0	0	1	1	1	NADPH catabolism
6740	8	0	0	0	1	1	1	NADPH regeneration
6739	9	0	0	0	1	1	1	NADPH metabolism
6736	1	0	0	0	1	1	1	NADH biosynthesis
6734	1	0	0	0	1	1	1	NADH metabolism
6733	10	0	0	0	1	1	1	oxidoreduction coenzyme metabolism
6732	52	0	0	0	1	1	1	coenzyme metabolism
6731	62	0	0	0	1	1	1	coenzyme and prosthetic group metabolism
6730	17	0	0	0	1	1	1	one-carbon compound metabolism
6729	4	0	0	0	1	1	1	tetrahydrobiopterin biosynthesis
6727	1	0	0	0	1	1	1	ommochrome biosynthesis
6726	2	0	0	0	1	1	1	eye pigment biosynthesis
6725	57	0	0	0	1	1	1	aromatic compound metabolism
6722	1	0	0	0	1	1	1	triterpenoid metabolism
6721	2	0	0	0	1	1	1	terpenoid metabolism
6720	13	0	0	0	1	1	1	isoprenoid metabolism
6707	3	0	0	0	1	1	1	cholesterol catabolism
6706	4	0	0	0	1	1	1	steroid catabolism
6703	1	0	0	0	1	1	1	estrogen biosynthesis
6701	1	0	0	0	1	1	1	progesterone biosynthesis
6700	8	0	0	0	1	1	1	C21-steroid hormone biosynthesis
1822	7	0	0	0	1	1	1	kidney development
1820	1	0	0	0	1	1	1	serotonin secretion
1819	13	0	0	0	1	1	1	positive regulation of cytokine production
1818	6	0	0	0	1	1	1	negative regulation of cytokine production
1817	21	0	0	0	1	1	1	regulation of cytokine production
1816	26	0	0	0	1	1	1	cytokine production
1812	1	0	0	0	1	1	1	positive regulation of type I hypersensitivity
1810	1	0	0	0	1	1	1	regulation of type I hypersensitivity
1805	1	0	0	0	1	1	1	positive regulation of type III hypersensitivity
1803	1	0	0	0	1	1	1	regulation of type III hypersensitivity
1802	1	0	0	0	1	1	1	type III hypersensitivity
18695	1	0	0	0	1	1	1	4-cresol dehydrogenase (hydroxylating) activity
18683	1	0	0	0	1	1	1	camphor 5-monooxygenase activity
6699	3	0	0	0	1	1	1	bile acid biosynthesis
6696	3	0	0	0	1	1	1	ergosterol biosynthesis
6695	15	0	0	0	1	1	1	cholesterol biosynthesis
6694	35	0	0	0	1	1	1	steroid biosynthesis
6693	7	0	0	0	1	1	1	prostaglandin metabolism
6692	7	0	0	0	1	1	1	prostanoid metabolism
6691	6	0	0	0	1	1	1	leukotriene metabolism
6690	12	0	0	0	1	1	1	icosanoid metabolism
18662	1	0	0	0	1	1	1	phenol 2-monooxygenase activity
6689	1	0	0	0	1	1	1	ganglioside catabolism
6688	5	0	0	0	1	1	1	glycosphingolipid biosynthesis
6687	12	0	0	0	1	1	1	glycosphingolipid metabolism
6683	1	0	0	0	1	1	1	galactosylceramide catabolism
6681	1	0	0	0	1	1	1	galactosylceramide metabolism
18659	1	0	0	0	1	1	1	4-hydroxybenzoate 3-monooxygenase activity
6677	1	0	0	0	1	1	1	glycosylceramide metabolism
6672	7	0	0	0	1	1	1	ceramide metabolism
6665	21	0	0	0	1	1	1	sphingolipid metabolism
6664	14	0	0	0	1	1	1	glycolipid metabolism
6663	2	0	0	0	1	1	1	platelet activating factor biosynthesis
6662	10	0	0	0	1	1	1	glycerol ether metabolism
6661	1	0	0	0	1	1	1	phosphatidylinositol biosynthesis
6657	1	0	0	0	1	1	1	CDP-choline pathway
6656	2	0	0	0	1	1	1	phosphatidylcholine biosynthesis
6654	2	0	0	0	1	1	1	phosphatidic acid biosynthesis
6650	13	0	0	0	1	1	1	glycerophospholipid metabolism
18625	1	0	0	0	1	1	1	"naphthalene 1,2-dioxygenase activity"
6646	1	0	0	0	1	1	1	phosphatidylethanolamine biosynthesis
6644	25	0	0	0	1	1	1	phospholipid metabolism
6643	46	0	0	0	1	1	1	membrane lipid metabolism
6641	8	0	0	0	1	1	1	triacylglycerol metabolism
6639	9	0	0	0	1	1	1	acylglycerol metabolism
6638	9	0	0	0	1	1	1	neutral lipid metabolism
6637	6	0	0	0	1	1	1	acyl-CoA metabolism
6636	4	0	0	0	1	1	1	fatty acid desaturation
6635	11	0	0	0	1	1	1	fatty acid beta-oxidation
6633	22	0	0	0	1	1	1	fatty acid biosynthesis
6631	61	0	0	0	1	1	1	fatty acid metabolism
6629	230	0	0	0	1	1	1	lipid metabolism
6627	3	0	0	0	1	1	1	mitochondrial processing
6626	10	0	0	0	1	1	1	protein-mitochondrial targeting
6625	5	0	0	0	1	1	1	protein-peroxisome targeting
6623	4	0	0	0	1	1	1	protein-vacuolar targeting
6622	1	0	0	0	1	1	1	protein-lysosome targeting
6621	2	0	0	0	1	1	1	protein-ER retention
6620	2	0	0	0	1	1	1	posttranslational membrane targeting
6616	3	0	0	0	1	1	1	"SRP-dependent cotranslational membrane targeting, translocation"
6614	3	0	0	0	1	1	1	SRP-dependent cotranslational membrane targeting
6613	8	0	0	0	1	1	1	cotranslational membrane targeting
6612	13	0	0	0	1	1	1	protein-membrane targeting
6611	6	0	0	0	1	1	1	protein-nucleus export
6610	4	0	0	0	1	1	1	ribosomal protein-nucleus import
6609	1	0	0	0	1	1	1	mRNA-binding (hnRNP) protein-nucleus import
6608	3	0	0	0	1	1	1	snRNP protein-nucleus import
6607	11	0	0	0	1	1	1	NLS-bearing substrate-nucleus import
6606	43	0	0	0	1	1	1	protein-nucleus import
6605	117	1	0	1	0.4572	1	0.4572	protein targeting
6603	2	0	0	0	1	1	1	phosphocreatine metabolism
6601	3	0	0	0	1	1	1	creatine biosynthesis
6600	3	0	0	0	1	1	1	creatine metabolism
1798	2	0	0	0	1	1	1	positive regulation of type IIa hypersensitivity
1796	2	0	0	0	1	1	1	regulation of type IIa hypersensitivity
1794	2	0	0	0	1	1	1	type IIa hypersensitivity
1786	1	0	0	0	1	1	1	phosphatidylserine binding
1784	1	0	0	0	1	1	1	phosphotyrosine binding
1782	2	0	0	0	1	1	1	B-cell homeostasis
1781	1	0	0	0	1	1	1	"programmed cell death, neutrophils"
1780	1	0	0	0	1	1	1	neutrophil homeostasis
1778	1	0	0	0	1	1	1	plasma membrane repair
1776	4	0	0	0	1	1	1	immune cell homeostasis
1775	48	0	0	0	1	1	1	cell activation
1774	1	0	0	0	1	1	1	microglial cell activation
1773	3	0	0	0	1	1	1	dendritic cell activation
1772	5	0	0	0	1	1	1	immunological synapse
1766	1	0	0	0	1	1	1	lipid raft polarization
1764	4	0	0	0	1	1	1	neuronal migration
1763	8	0	0	0	1	1	1	branching morphogenesis
1762	1	0	0	0	1	1	1	beta-alanine transport
1761	1	0	0	0	1	1	1	beta-alanine transporter activity
1757	1	0	0	0	1	1	1	somite specification
1756	6	0	0	0	1	1	1	somitogenesis
1755	2	0	0	0	1	1	1	neural crest cell migration
1754	8	0	0	0	1	1	1	eye photoreceptor cell differentiation
1752	1	0	0	0	1	1	1	eye photoreceptor fate commitment (sensu Drosophila)
1751	4	0	0	0	1	1	1	eye photoreceptor differentiation (sensu Drosophila)
1750	1	0	0	0	1	1	1	photoreceptor outer segment
1747	7	0	0	0	1	1	1	eye morphogenesis (sensu Mammalia)
1745	5	0	0	0	1	1	1	compound eye morphogenesis (sensu Drosophila)
1742	1	0	0	0	1	1	1	oenocyte differentiation
1738	5	0	0	0	1	1	1	morphogenesis of a polarized epithelium
1737	1	0	0	0	1	1	1	establishment of wing hair orientation
1736	5	0	0	0	1	1	1	establishment of planar polarity
1730	1	0	0	0	1	1	1	2'-5'-oligoadenylate synthetase activity
1727	15	0	0	0	1	1	1	lipid kinase activity
1725	2	0	0	0	1	1	1	stress fibers
1719	7	0	0	0	1	1	1	inhibition of caspase activation
1716	1	0	0	0	1	1	1	L-amino-acid oxidase activity
1710	4	0	0	0	1	1	1	mesoderm cell fate commitment
1709	15	0	0	0	1	1	1	cell fate determination
1708	5	0	0	0	1	1	1	cell fate specification
1707	6	0	0	0	1	1	1	mesoderm formation
1704	6	0	0	0	1	1	1	formation of primary germ layer
1702	3	0	0	0	1	1	1	gastrulation (sensu Deuterostomia)
1701	14	1	0	1	0.0698	1	0.0698	embryonic development (sensu Mammalia)
1700	8	0	0	0	1	1	1	embryonic development (sensu Insecta)
18583	1	0	0	0	1	1	1	"biphenyl-2,3-diol 1,2-dioxygenase activity"
18579	1	0	0	0	1	1	1	"protocatechuate 4,5-dioxygenase activity"
18578	1	0	0	0	1	1	1	"protocatechuate 3,4-dioxygenase activity"
