GO ID	Total	Under	Over	Change	P-Value (Under)	P-Value (Over)	P-Value (Changed)	Term
6957	6	1	0	1	0.1929	1	0.1929	"complement activation, alternative pathway"
6956	16	1	0	1	0.4358	1	0.4358	complement activation
6955	281	10	0	10	0.5297	1	0.5297	immune response
6954	69	1	0	1	0.9168	1	0.9168	inflammatory response
6953	10	0	0	0	1	1	1	acute-phase response
6952	318	13	0	13	0.3214	1	0.3214	defense response
6950	378	11	0	11	0.7886	1	0.7886	response to stress
46129	1	0	0	0	1	1	1	purine ribonucleoside biosynthesis
46128	5	1	0	1	0.1635	1	0.1635	purine ribonucleoside metabolism
46125	3	0	0	0	1	1	1	pyrimidine deoxyribonucleoside metabolism
6949	1	0	0	0	1	1	1	syncytium formation
6948	1	0	0	0	1	1	1	viral-induced cell-cell fusion
6944	18	0	0	0	1	1	1	membrane fusion
6942	3	0	0	0	1	1	1	regulation of striated muscle contraction
6941	11	0	0	0	1	1	1	striated muscle contraction
6940	2	0	0	0	1	1	1	regulation of smooth muscle contraction
46118	1	0	0	0	1	1	1	7-methylguanosine biosynthesis
46116	1	0	0	0	1	1	1	queuosine metabolism
46114	1	0	0	0	1	1	1	guanosine biosynthesis
46112	5	1	0	1	0.1635	1	0.1635	nucleobase biosynthesis
6939	8	0	0	0	1	1	1	smooth muscle contraction
6937	10	0	0	0	1	1	1	regulation of muscle contraction
6936	56	1	0	1	0.8666	1	0.8666	muscle contraction
6935	40	0	0	0	1	1	1	chemotaxis
6932	1	0	0	0	1	1	1	"substrate-bound cell migration, cell contraction"
6930	2	0	0	0	1	1	1	"substrate-bound cell migration, cell extension"
18904	1	0	0	0	1	1	1	organic ether metabolism
18901	1	0	0	0	1	1	1	"2,4-dichlorophenoxyacetic acid metabolism"
6929	4	0	0	0	1	1	1	substrate-bound cell migration
10181	1	0	0	0	1	1	1	FMN binding
6928	156	4	0	4	0.8061	1	0.8061	cell motility
6927	1	0	0	0	1	1	1	"programmed cell death, transformed cells"
6921	7	0	0	0	1	1	1	disassembly of cell structures
6919	14	0	0	0	1	1	1	caspase activation
6917	56	4	0	4	0.1316	1	0.1316	induction of apoptosis
6916	54	3	0	3	0.2937	1	0.2937	anti-apoptosis
6915	171	10	0	10	0.075	1	0.075	apoptosis
6914	4	0	0	0	1	1	1	autophagy
6913	38	2	0	2	0.3873	1	0.3873	nucleocytoplasmic transport
6911	5	0	0	0	1	1	1	"phagocytosis, engulfment"
6910	3	0	0	0	1	1	1	"phagocytosis, recognition"
10166	1	0	0	0	1	1	1	wax metabolism
10165	2	0	0	0	1	1	1	response to X-ray
6909	15	1	0	1	0.4152	1	0.4152	phagocytosis
10161	1	0	0	0	1	1	1	red light signaling pathway
6907	2	0	0	0	1	1	1	pinocytosis
6906	2	0	0	0	1	1	1	vesicle fusion
6904	5	0	0	0	1	1	1	vesicle docking during exocytosis
6903	4	0	0	0	1	1	1	vesicle targeting
6900	1	0	0	0	1	1	1	vesicle budding
10159	1	0	0	0	1	1	1	specification of organ position
10152	1	0	0	0	1	1	1	pollen maturation
10150	1	0	0	0	1	1	1	leaf senescence
10149	1	0	0	0	1	1	1	senescence (sensu Magnoliophyta)
10119	1	0	0	0	1	1	1	regulation of stomatal movement
10118	1	0	0	0	1	1	1	stomatal movement
46087	1	0	0	0	1	1	1	cytidine metabolism
46085	1	0	0	0	1	1	1	adenosine metabolism
46083	2	0	0	0	1	1	1	adenine metabolism
46080	2	0	0	0	1	1	1	dUTP metabolism
46077	1	0	0	0	1	1	1	dUDP metabolism
46075	2	0	0	0	1	1	1	dTTP metabolism
46073	2	0	0	0	1	1	1	dTMP metabolism
46072	1	0	0	0	1	1	1	dTDP metabolism
46070	1	0	0	0	1	1	1	dGTP metabolism
6898	15	0	0	0	1	1	1	receptor mediated endocytosis
6897	70	3	0	3	0.4476	1	0.4476	endocytosis
6896	2	0	0	0	1	1	1	Golgi to vacuole transport
6895	3	0	0	0	1	1	1	Golgi to endosome transport
6894	2	0	0	0	1	1	1	Golgi to secretory vesicle transport
6892	11	0	0	0	1	1	1	post-Golgi transport
6891	11	1	0	1	0.3251	1	0.3251	intra-Golgi transport
6890	2	1	0	1	0.0689	1	0.0689	"retrograde transport, Golgi to ER"
46068	4	0	0	0	1	1	1	cGMP metabolism
6888	13	1	0	1	0.3717	1	0.3717	ER to Golgi transport
6887	23	0	0	0	1	1	1	exocytosis
6886	181	6	0	6	0.617	1	0.617	intracellular protein transport
6885	4	1	0	1	0.1331	1	0.1331	regulation of pH
6884	3	1	0	1	0.1016	1	0.1016	regulation of cell volume
6883	1	0	0	0	1	1	1	sodium ion homeostasis
6882	2	0	0	0	1	1	1	zinc ion homeostasis
6880	3	0	0	0	1	1	1	intracellular iron ion storage
18850	1	0	0	0	1	1	1	chloromuconate cycloisomerase activity
46058	9	0	0	0	1	1	1	cAMP metabolism
46051	2	0	0	0	1	1	1	UTP metabolism
6879	9	0	0	0	1	1	1	iron ion homeostasis
6878	6	0	0	0	1	1	1	copper ion homeostasis
6875	30	1	0	1	0.6588	1	0.6588	metal ion homeostasis
6874	14	1	0	1	0.3938	1	0.3938	calcium ion homeostasis
6873	39	2	0	2	0.3998	1	0.3998	cell ion homeostasis
18849	1	0	0	0	1	1	1	muconate cycloisomerase activity
46044	1	0	0	0	1	1	1	TMP metabolism
6869	31	0	0	0	1	1	1	lipid transport
46040	4	0	0	0	1	1	1	IMP metabolism
6865	17	0	0	0	1	1	1	amino acid transport
6863	1	0	0	0	1	1	1	purine transport
6862	2	0	0	0	1	1	1	nucleotide transport
46039	3	0	0	0	1	1	1	GTP metabolism
46037	3	0	0	0	1	1	1	GMP metabolism
46036	2	0	0	0	1	1	1	CTP metabolism
46034	9	0	0	0	1	1	1	ATP metabolism
46033	1	0	0	0	1	1	1	AMP metabolism
46030	1	0	0	0	1	1	1	inositol trisphosphate phosphatase activity
6858	1	0	0	0	1	1	1	extracellular transport
6857	4	0	0	0	1	1	1	oligopeptide transport
6851	1	0	0	0	1	1	1	mitochondrial calcium ion transport
18826	1	0	0	0	1	1	1	methionine gamma-lyase activity
18822	1	0	0	0	1	1	1	nitrile hydratase activity
46022	1	0	0	0	1	1	1	"positive regulation of transcription from Pol II promoter, mitotic"
46021	1	0	0	0	1	1	1	"regulation of transcription from Pol II promoter, mitotic"
6848	1	0	0	0	1	1	1	pyruvate transport
46019	1	0	0	0	1	1	1	regulation of transcription from Pol II promoter by pheromones
46015	1	0	0	0	1	1	1	regulation of transcription by glucose
46012	2	0	0	0	1	1	1	positive regulation of oskar mRNA translation
10092	3	0	0	0	1	1	1	specification of organ identity
46011	2	0	0	0	1	1	1	regulation of oskar mRNA translation
6839	11	1	0	1	0.3251	1	0.3251	mitochondrial transport
10090	1	0	0	0	1	1	1	trichome morphogenesis (sensu Magnoliophyta)
6836	9	0	0	0	1	1	1	neurotransmitter transport
6835	3	0	0	0	1	1	1	dicarboxylic acid transport
6833	8	0	0	0	1	1	1	water transport
18801	1	0	0	0	1	1	1	glutaconyl-CoA decarboxylase activity
18800	1	0	0	0	1	1	1	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity"
46006	3	0	0	0	1	1	1	regulation of activated T-cell proliferation
6829	3	0	0	0	1	1	1	zinc ion transport
6828	1	0	0	0	1	1	1	manganese ion transport
6827	3	0	0	0	1	1	1	high affinity iron ion transport
6826	10	0	0	0	1	1	1	iron ion transport
6825	2	0	0	0	1	1	1	copper ion transport
6824	4	0	0	0	1	1	1	cobalt ion transport
6821	24	2	0	2	0.2049	1	0.2049	chloride transport
6820	74	3	0	3	0.4844	1	0.4844	anion transport
6818	25	1	0	1	0.5915	1	0.5915	hydrogen transport
6817	28	0	0	0	1	1	1	phosphate transport
6816	28	1	0	1	0.6333	1	0.6333	calcium ion transport
6814	33	3	0	3	0.1073	1	0.1073	sodium ion transport
6813	55	2	0	2	0.5809	1	0.5809	potassium ion transport
6812	138	7	0	7	0.2083	1	0.2083	cation transport
6811	232	10	0	10	0.2943	1	0.2943	ion transport
6810	665	18	0	18	0.9163	1	0.9163	transport
6809	9	0	0	0	1	1	1	nitric oxide biosynthesis
6808	2	0	0	0	1	1	1	regulation of nitrogen utilization
6807	23	1	0	1	0.5611	1	0.5611	nitrogen metabolism
6805	17	0	0	0	1	1	1	xenobiotic metabolism
6801	7	0	0	0	1	1	1	superoxide metabolism
6800	33	1	0	1	0.6937	1	0.6937	oxygen and reactive oxygen species metabolism
10053	1	0	0	0	1	1	1	root epidermal cell differentiation
10044	1	0	0	0	1	1	1	response to aluminum ion
10038	3	0	0	0	1	1	1	response to metal ion
10035	4	0	0	0	1	1	1	response to inorganic substance
10033	4	0	0	0	1	1	1	response to organic substance
10026	1	0	0	0	1	1	1	trichome differentiation (sensu Magnoliophyta)
10025	1	0	0	0	1	1	1	wax biosynthesis
10017	1	0	0	0	1	1	1	red/far red light signaling pathway
10016	3	0	0	0	1	1	1	shoot morphogenesis
10015	2	0	0	0	1	1	1	root morphogenesis
10008	2	0	0	0	1	1	1	endosome membrane
10005	1	0	0	0	1	1	1	cortical microtubule (sensu Viridiplantae)
10003	4	0	0	0	1	1	1	gastrulation (sensu Mammalia)
10002	3	0	0	0	1	1	1	cardioblast differentiation
10001	3	0	0	0	1	1	1	glial cell differentiation
18786	1	0	0	0	1	1	1	haloalkane dehalogenase activity
18784	1	0	0	0	1	1	1	(S)-2-haloacid dehalogenase activity
6796	247	10	0	10	0.3653	1	0.3653	phosphate metabolism
6793	247	10	0	10	0.3653	1	0.3653	phosphorus metabolism
6791	2	0	0	0	1	1	1	sulfur utilization
6790	25	0	0	0	1	1	1	sulfur metabolism
6788	1	0	0	0	1	1	1	heme oxidation
6787	2	0	0	0	1	1	1	porphyrin catabolism
6783	4	1	0	1	0.1331	1	0.1331	heme biosynthesis
6780	1	0	0	0	1	1	1	uroporphyrinogen III biosynthesis
18759	1	0	0	0	1	1	1	methenyltetrahydromethanopterin cyclohydrolase activity
6779	4	1	0	1	0.1331	1	0.1331	porphyrin biosynthesis
6778	6	1	0	1	0.1929	1	0.1929	porphyrin metabolism
6777	2	0	0	0	1	1	1	Mo-molybdopterin cofactor biosynthesis
6776	4	0	0	0	1	1	1	vitamin A metabolism
6775	7	0	0	0	1	1	1	fat-soluble vitamin metabolism
6772	1	0	0	0	1	1	1	thiamin metabolism
6771	1	0	0	0	1	1	1	vitamin B2 metabolism
18744	1	0	0	0	1	1	1	"limonene-1,2-epoxide hydrolase activity"
6769	9	0	0	0	1	1	1	nicotinamide metabolism
6768	4	0	0	0	1	1	1	biotin metabolism
6767	15	0	0	0	1	1	1	water-soluble vitamin metabolism
6766	23	0	0	0	1	1	1	vitamin metabolism
6760	7	0	0	0	1	1	1	folic acid and derivative metabolism
18739	1	0	0	0	1	1	1	4-hydroxybenzoyl-CoA thioesterase activity
18730	1	0	0	0	1	1	1	glutaconate CoA-transferase activity
6754	8	0	0	0	1	1	1	ATP biosynthesis
6753	8	0	0	0	1	1	1	nucleoside phosphate metabolism
6752	15	0	0	0	1	1	1	group transfer coenzyme metabolism
6750	3	0	0	0	1	1	1	glutathione biosynthesis
6749	6	0	0	0	1	1	1	glutathione metabolism
6744	2	0	0	0	1	1	1	ubiquinone biosynthesis
6743	2	0	0	0	1	1	1	ubiquinone metabolism
6742	1	0	0	0	1	1	1	NADPH catabolism
6740	8	0	0	0	1	1	1	NADPH regeneration
6739	9	0	0	0	1	1	1	NADPH metabolism
6736	1	0	0	0	1	1	1	NADH biosynthesis
6734	1	0	0	0	1	1	1	NADH metabolism
6733	10	0	0	0	1	1	1	oxidoreduction coenzyme metabolism
6732	40	0	0	0	1	1	1	coenzyme metabolism
6731	46	2	0	2	0.484	1	0.484	coenzyme and prosthetic group metabolism
6730	17	0	0	0	1	1	1	one-carbon compound metabolism
6729	5	0	0	0	1	1	1	tetrahydrobiopterin biosynthesis
6727	1	0	0	0	1	1	1	ommochrome biosynthesis
6726	2	0	0	0	1	1	1	eye pigment biosynthesis
6725	45	3	0	3	0.2082	1	0.2082	aromatic compound metabolism
6722	1	0	0	0	1	1	1	triterpenoid metabolism
6721	1	0	0	0	1	1	1	terpenoid metabolism
6720	10	1	0	1	0.3005	1	0.3005	isoprenoid metabolism
6707	2	1	0	1	0.0689	1	0.0689	cholesterol catabolism
6706	3	1	0	1	0.1016	1	0.1016	steroid catabolism
6703	2	0	0	0	1	1	1	estrogen biosynthesis
6701	1	0	0	0	1	1	1	progesterone biosynthesis
6700	6	0	0	0	1	1	1	C21-steroid hormone biosynthesis
1879	1	0	0	0	1	1	1	detection of yeast
1878	2	0	0	0	1	1	1	response to yeast
1874	1	0	0	0	1	1	1	zymosan receptor activity
1873	1	0	0	0	1	1	1	polysaccharide receptor activity
1872	2	0	0	0	1	1	1	zymosan binding
1871	6	0	0	0	1	1	1	pattern binding
1866	1	0	0	0	1	1	1	NK T-cell proliferation
1864	1	0	0	0	1	1	1	pentraxin binding
1856	1	0	0	0	1	1	1	complement component C5a binding
1850	1	0	0	0	1	1	1	complement component C3a binding
1848	3	0	0	0	1	1	1	complement binding
1847	3	0	0	0	1	1	1	opsonin receptor activity
1846	4	0	0	0	1	1	1	opsonin binding
1844	1	0	0	0	1	1	1	insertion of proteins into mitochondrial membranes during the induction of apoptosis
1843	1	0	0	0	1	1	1	neural tube closure
1841	2	0	0	0	1	1	1	neural tube formation
1839	2	0	0	0	1	1	1	neural plate morphogenesis
1838	2	0	0	0	1	1	1	embryonic epithelial tube formation
1836	2	0	0	0	1	1	1	release of cytochrome c from mitochondria
1833	1	0	0	0	1	1	1	inner cell mass cell proliferation
1832	1	0	0	0	1	1	1	blastocyst growth
1824	1	0	0	0	1	1	1	blastocyst development
1822	7	0	0	0	1	1	1	kidney development
1820	1	0	0	0	1	1	1	serotonin secretion
1819	11	0	0	0	1	1	1	positive regulation of cytokine production
1818	5	0	0	0	1	1	1	negative regulation of cytokine production
1817	17	0	0	0	1	1	1	regulation of cytokine production
1816	23	1	0	1	0.5611	1	0.5611	cytokine production
1812	2	0	0	0	1	1	1	positive regulation of type I hypersensitivity
1810	2	0	0	0	1	1	1	regulation of type I hypersensitivity
1805	1	0	0	0	1	1	1	positive regulation of type III hypersensitivity
1803	1	0	0	0	1	1	1	regulation of type III hypersensitivity
1802	1	0	0	0	1	1	1	type III hypersensitivity
18695	1	0	0	0	1	1	1	4-cresol dehydrogenase (hydroxylating) activity
18683	1	0	0	0	1	1	1	camphor 5-monooxygenase activity
18676	2	0	0	0	1	1	1	(S)-limonene 7-monooxygenase activity
6699	2	0	0	0	1	1	1	bile acid biosynthesis
6696	3	1	0	1	0.1016	1	0.1016	ergosterol biosynthesis
6695	13	0	0	0	1	1	1	cholesterol biosynthesis
6694	31	2	0	2	0.2968	1	0.2968	steroid biosynthesis
6693	3	0	0	0	1	1	1	prostaglandin metabolism
6692	3	0	0	0	1	1	1	prostanoid metabolism
6691	7	0	0	0	1	1	1	leukotriene metabolism
6690	9	0	0	0	1	1	1	icosanoid metabolism
18662	1	0	0	0	1	1	1	phenol 2-monooxygenase activity
6689	1	0	0	0	1	1	1	ganglioside catabolism
6688	4	1	0	1	0.1331	1	0.1331	glycosphingolipid biosynthesis
6687	11	1	0	1	0.3251	1	0.3251	glycosphingolipid metabolism
6683	1	0	0	0	1	1	1	galactosylceramide catabolism
6681	1	0	0	0	1	1	1	galactosylceramide metabolism
18659	1	0	0	0	1	1	1	4-hydroxybenzoate 3-monooxygenase activity
6677	1	0	0	0	1	1	1	glycosylceramide metabolism
6672	6	1	0	1	0.1929	1	0.1929	ceramide metabolism
6665	16	2	0	2	0.1063	1	0.1063	sphingolipid metabolism
6664	12	1	0	1	0.3488	1	0.3488	glycolipid metabolism
6663	2	0	0	0	1	1	1	platelet activating factor biosynthesis
6662	10	3	0	3	0.0042	1	0.0042	glycerol ether metabolism
6661	1	0	0	0	1	1	1	phosphatidylinositol biosynthesis
6658	1	0	0	0	1	1	1	phosphatidylserine metabolism
6657	1	0	0	0	1	1	1	CDP-choline pathway
6656	2	0	0	0	1	1	1	phosphatidylcholine biosynthesis
6655	1	0	0	0	1	1	1	phosphatidylglycerol biosynthesis
6654	2	0	0	0	1	1	1	phosphatidic acid biosynthesis
6651	1	0	0	0	1	1	1	diacylglycerol biosynthesis
6650	11	0	0	0	1	1	1	glycerophospholipid metabolism
18625	1	0	0	0	1	1	1	"naphthalene 1,2-dioxygenase activity"
6644	22	0	0	0	1	1	1	phospholipid metabolism
6643	38	2	0	2	0.3873	1	0.3873	membrane lipid metabolism
6641	7	3	0	3	0.0013	1	0.0013	triacylglycerol metabolism
6639	9	3	0	3	0.003	1	0.003	acylglycerol metabolism
6638	9	3	0	3	0.003	1	0.003	neutral lipid metabolism
6637	5	0	0	0	1	1	1	acyl-CoA metabolism
6636	3	0	0	0	1	1	1	fatty acid desaturation
6635	11	0	0	0	1	1	1	fatty acid beta-oxidation
6633	16	0	0	0	1	1	1	fatty acid biosynthesis
6631	49	2	0	2	0.5178	1	0.5178	fatty acid metabolism
6629	182	10	0	10	0.1033	1	0.1033	lipid metabolism
6627	3	0	0	0	1	1	1	mitochondrial processing
6626	9	0	0	0	1	1	1	protein-mitochondrial targeting
6625	3	0	0	0	1	1	1	protein-peroxisome targeting
6623	4	0	0	0	1	1	1	protein-vacuolar targeting
6622	1	0	0	0	1	1	1	protein-lysosome targeting
6621	2	0	0	0	1	1	1	protein-ER retention
6620	2	0	0	0	1	1	1	posttranslational membrane targeting
6616	3	0	0	0	1	1	1	"SRP-dependent cotranslational membrane targeting, translocation"
6614	7	0	0	0	1	1	1	SRP-dependent cotranslational membrane targeting
6613	10	0	0	0	1	1	1	cotranslational membrane targeting
6612	14	0	0	0	1	1	1	protein-membrane targeting
6611	6	0	0	0	1	1	1	protein-nucleus export
6610	4	0	0	0	1	1	1	ribosomal protein-nucleus import
6609	1	0	0	0	1	1	1	mRNA-binding (hnRNP) protein-nucleus import
6608	3	0	0	0	1	1	1	snRNP protein-nucleus import
6607	8	0	0	0	1	1	1	NLS-bearing substrate-nucleus import
6606	22	1	0	1	0.5451	1	0.5451	protein-nucleus import
6605	82	1	0	1	0.9482	1	0.9482	protein targeting
6603	2	0	0	0	1	1	1	phosphocreatine metabolism
6601	2	0	0	0	1	1	1	creatine biosynthesis
6600	2	0	0	0	1	1	1	creatine metabolism
1798	2	0	0	0	1	1	1	positive regulation of type IIa hypersensitivity
1796	2	0	0	0	1	1	1	regulation of type IIa hypersensitivity
1794	2	0	0	0	1	1	1	type IIa hypersensitivity
1788	1	0	0	0	1	1	1	antibody-dependent cellular cytotoxicity
1786	1	0	0	0	1	1	1	phosphatidylserine binding
1782	2	1	0	1	0.0689	1	0.0689	B-cell homeostasis
1778	1	0	0	0	1	1	1	plasma membrane repair
1776	3	1	0	1	0.1016	1	0.1016	immune cell homeostasis
1775	40	2	0	2	0.4122	1	0.4122	cell activation
1774	1	0	0	0	1	1	1	microglial cell activation
1773	2	0	0	0	1	1	1	dendritic cell activation
1772	5	1	0	1	0.1635	1	0.1635	immunological synapse
1766	1	0	0	0	1	1	1	lipid raft polarization
1764	4	0	0	0	1	1	1	neuronal migration
1763	7	0	0	0	1	1	1	branching morphogenesis
1762	1	0	0	0	1	1	1	beta-alanine transport
1761	1	0	0	0	1	1	1	beta-alanine transporter activity
1759	2	0	0	0	1	1	1	induction of an organ
1757	1	0	0	0	1	1	1	somite specification
1756	8	1	0	1	0.2486	1	0.2486	somitogenesis
